,home_player,home_RBI,away_team,games_played,home_AB,home_BB,home_K
1343,,8.0,BAL,1,36.0,2.0,5.0
1344,Marcus Semien,1.0,TBR,1,4.0,0.0,1.0
1345,Corey Seager,0.0,TBR,1,3.0,1.0,1.0
1346,Wyatt Langford,1.0,TBR,1,2.0,0.0,0.0
1347,Joc Pederson,0.0,TBR,1,3.0,1.0,0.0
1348,Adolis Garcia,0.0,TBR,1,3.0,0.0,1.0
1349,Jake Burger,0.0,TBR,1,3.0,0.0,0.0
1350,Josh Smith,1.0,TBR,1,3.0,0.0,0.0
1351,Kyle Higashioka,1.0,TBR,1,3.0,0.0,1.0
1352,Leody Taveras,1.0,TBR,1,3.0,0.0,0.0
1353,,5.0,TBR,1,27.0,2.0,4.0
1354,Brice Turang,2.0,CIN,1,4.0,0.0,0.0
1355,Jackson Chourio,0.0,CIN,1,4.0,0.0,0.0
1356,Christian Yelich,0.0,CIN,1,4.0,0.0,2.0
1357,Willson Contreras,0.0,CIN,1,3.0,1.0,0.0
1358,Sal Frelick,0.0,CIN,1,3.0,1.0,0.0
1359,Rhys Hoskins,0.0,CIN,1,1.0,2.0,1.0
1360,Oliver Dunn,0.0,CIN,1,3.0,0.0,1.0
1361,Garrett Mitchell,1.0,CIN,1,3.0,0.0,1.0
1362,Joey Ortiz,0.0,CIN,1,3.0,0.0,0.0
1363,,3.0,CIN,1,28.0,4.0,5.0
1364,,,CIN,1,,,
1365,,,CIN,1,,,
1366,Taylor Ward,0.0,CLE,1,5.0,0.0,2.0
1367,Mike Trout,1.0,CLE,1,4.0,1.0,1.0
1368,Jorge Soler,0.0,CLE,1,5.0,0.0,4.0
1369,Yoan Moncada,0.0,CLE,1,3.0,1.0,1.0
1370,Tim Anderson,0.0,CLE,1,1.0,0.0,0.0
1371,Logan O'Hoppe,1.0,CLE,1,4.0,1.0,2.0
1372,Nolan Schanuel,1.0,CLE,1,4.0,1.0,0.0
1373,Luis Rengifo,0.0,CLE,1,2.0,0.0,0.0
1374,Kyren Paris,0.0,CLE,1,2.0,0.0,0.0
1375,Jo Adell,3.0,CLE,1,5.0,0.0,2.0
1376,Kevin Newman,0.0,CLE,1,4.0,0.0,2.0
1377,Travis d'Arnaud,0.0,CLE,1,1.0,0.0,0.0
1378,,6.0,CLE,1,40.0,4.0,14.0
1379,Justyn-Henry Malloy,1.0,CHW,1,2.0,2.0,1.0
1380,Kerry Carpenter,2.0,CHW,1,5.0,0.0,1.0
1381,Riley Greene,1.0,CHW,1,4.0,0.0,1.0
1382,Spencer Torkelson,1.0,CHW,1,4.0,0.0,1.0
1383,Colt Keith,0.0,CHW,1,2.0,2.0,0.0
1384,Andy Ibanez,1.0,CHW,1,3.0,0.0,0.0
1385,Jake Rogers,0.0,CHW,1,4.0,0.0,0.0
1386,Trey Sweeney,1.0,CHW,1,4.0,0.0,1.0
1387,Ryan Kreidler,0.0,CHW,1,4.0,0.0,3.0
1388,,7.0,CHW,1,32.0,4.0,8.0
1389,Matt Wallner,1.0,HOU,1,4.0,0.0,0.0
1390,Carlos Correa,0.0,HOU,1,4.0,0.0,1.0
1391,Byron Buxton,0.0,HOU,1,3.0,0.0,2.0
1392,Trevor Larnach,0.0,HOU,1,3.0,1.0,1.0
1393,Harrison Bader,0.0,TBR,1,0.0,0.0,0.0
1394,Ty France,0.0,HOU,1,4.0,0.0,0.0
1395,Willi Castro,0.0,HOU,1,3.0,1.0,2.0
1396,Edouard Julien,0.0,HOU,1,2.0,1.0,1.0
1397,Mickey Gasper,0.0,HOU,1,1.0,0.0,1.0
1398,Jose Miranda,3.0,HOU,1,4.0,0.0,2.0
1399,Christian Vazquez,0.0,HOU,1,2.0,1.0,0.0
1400,,4.0,HOU,1,30.0,4.0,10.0
1401,Ian Happ,0.0,SDP,1,4.0,1.0,2.0
1402,Kyle Tucker,1.0,SDP,1,4.0,1.0,0.0
1403,Seiya Suzuki,0.0,SDP,1,3.0,2.0,2.0
1404,Michael Busch,0.0,SDP,1,5.0,0.0,1.0
1405,Dansby Swanson,1.0,SDP,1,4.0,1.0,1.0
1406,Nico Hoerner,1.0,SDP,1,5.0,0.0,0.0
1407,Pete Crow-Armstrong,0.0,SDP,1,4.0,1.0,1.0
1408,Matt Shaw,0.0,SDP,1,4.0,1.0,0.0
1409,Carson Kelly,4.0,SDP,1,3.0,1.0,1.0
1410,,7.0,SDP,1,36.0,8.0,8.0
1411,,,SDP,1,,,
1412,,,SDP,1,,,
1413,,,SDP,1,,,
1414,CJ Abrams,0.0,ARI,1,4.0,0.0,2.0
1415,Amed Rosario,0.0,ARI,1,4.0,0.0,1.0
1416,Nathaniel Lowe,0.0,ARI,1,4.0,0.0,3.0
1417,Josh Bell,0.0,ARI,1,2.0,1.0,1.0
1418,James Wood,2.0,ARI,1,3.0,0.0,1.0
1419,Alex Call,2.0,ARI,1,2.0,1.0,0.0
1420,Dylan Crews,0.0,ARI,1,3.0,0.0,2.0
1421,Paul DeJong,0.0,ARI,1,3.0,0.0,3.0
1422,Riley Adams,0.0,ARI,1,3.0,0.0,3.0
1423,,4.0,ARI,1,28.0,2.0,16.0
1424,,,ARI,1,,,
1425,,,ARI,1,,,
1426,Kyle Schwarber,0.0,LAD,1,3.0,0.0,1.0
1427,Trea Turner,0.0,LAD,1,4.0,0.0,1.0
1428,Bryce Harper,0.0,LAD,1,3.0,1.0,1.0
1429,Alec Bohm,1.0,LAD,1,4.0,0.0,0.0
1430,Max Kepler,0.0,LAD,1,4.0,0.0,1.0
1431,Nick Castellanos,0.0,LAD,1,3.0,0.0,1.0
1432,Nick Castellanos,0.0,ATH,1,3.0,0.0,1.0
1433,J.T. Realmuto,0.0,LAD,1,2.0,1.0,0.0
1434,Bryson Stott,0.0,BAL,1,3.0,0.0,1.0
1435,Brandon Marsh,0.0,LAD,1,2.0,0.0,1.0
1436,Edmundo Sosa,0.0,LAD,1,1.0,0.0,1.0
1437,,1.0,LAD,1,29.0,2.0,8.0
1438,Adam Frazier,0.0,NYY,1,2.0,1.0,0.0
1439,Jared Triolo,0.0,NYY,1,1.0,0.0,1.0
1440,Bryan Reynolds,0.0,NYY,1,3.0,1.0,1.0
1441,Oneil Cruz,0.0,NYY,1,3.0,1.0,1.0
1442,Ke'Bryan Hayes,1.0,NYY,1,3.0,1.0,0.0
1443,Jack Suwinski,0.0,NYY,1,1.0,1.0,1.0
1444,Tommy Pham,0.0,NYY,1,2.0,0.0,0.0
1445,Alexander Canario,0.0,NYY,1,4.0,0.0,2.0
1446,Enmanuel Valdez,2.0,NYY,1,3.0,0.0,1.0
1447,Joey Bart,0.0,NYY,1,1.0,0.0,1.0
1448,Endy Rodriguez,1.0,NYY,1,3.0,0.0,1.0
1449,Isiah Kiner-Falefa,0.0,NYY,1,3.0,0.0,1.0
1450,,4.0,NYY,1,29.0,5.0,10.0
1451,Jonathan India,0.0,BAL,1,2.0,2.0,0.0
1452,Bobby Witt Jr.,1.0,BAL,1,4.0,0.0,0.0
1453,Cavan Biggio,0.0,BAL,1,0.0,0.0,0.0
1454,Vinnie Pasquantino,0.0,BAL,1,4.0,0.0,1.0
1455,Salvador Perez,0.0,BAL,1,4.0,0.0,2.0
1456,Freddy Fermin,0.0,BAL,1,0.0,0.0,0.0
1457,Michael Massey,0.0,BAL,1,3.0,0.0,0.0
1458,Hunter Renfroe,0.0,BAL,1,4.0,0.0,0.0
1459,MJ Melendez,0.0,BAL,1,3.0,1.0,1.0
1460,Maikel Garcia,0.0,BAL,1,4.0,0.0,1.0
1461,Kyle Isbel,0.0,BAL,1,2.0,0.0,0.0
1462,Tyler Tolbert,0.0,BAL,1,1.0,0.0,1.0
1463,,1.0,BAL,1,31.0,3.0,6.0
1464,Marcus Semien,1.0,TBR,1,3.0,1.0,2.0
1465,Corey Seager,0.0,TBR,1,4.0,0.0,2.0
1466,Wyatt Langford,2.0,TBR,1,3.0,1.0,1.0
1467,Joc Pederson,0.0,TBR,1,3.0,0.0,1.0
1468,Jonah Heim,0.0,TBR,1,1.0,0.0,1.0
1469,Adolis Garcia,0.0,TBR,1,2.0,1.0,0.0
1470,Jake Burger,3.0,TBR,1,4.0,0.0,2.0
1471,Josh Smith,0.0,TBR,1,1.0,3.0,1.0
1472,Kyle Higashioka,0.0,TBR,1,4.0,0.0,1.0
1473,Leody Taveras,0.0,TBR,1,2.0,0.0,1.0
1474,Kevin Pillar,0.0,TBR,1,1.0,0.0,0.0
1475,,6.0,TBR,1,28.0,6.0,12.0
1476,Francisco Lindor,1.0,TOR,1,3.0,1.0,0.0
1477,Juan Soto,0.0,TOR,1,4.0,0.0,1.0
1478,Pete Alonso,0.0,TOR,1,4.0,0.0,3.0
1479,Brandon Nimmo,0.0,TOR,1,4.0,0.0,0.0
1480,Jesse Winker,2.0,TOR,1,4.0,0.0,0.0
1481,Mark Vientos,0.0,TOR,1,4.0,0.0,3.0
1482,Brett Baty,0.0,TOR,1,4.0,0.0,2.0
1483,Jose Siri,0.0,TOR,1,2.0,2.0,1.0
1484,Hayden Senger,0.0,TOR,1,2.0,0.0,1.0
1485,Starling Marte,0.0,TOR,1,1.0,0.0,0.0
1486,Luis Torrens,0.0,TOR,1,1.0,0.0,0.0
1487,,3.0,TOR,1,33.0,3.0,11.0
1488,Brice Turang,0.0,CIN,1,4.0,1.0,3.0
1489,Jackson Chourio,0.0,CIN,1,5.0,0.0,2.0
1490,Christian Yelich,1.0,CIN,1,4.0,1.0,1.0
1491,Willson Contreras,0.0,CIN,1,4.0,1.0,1.0
1492,Sal Frelick,1.0,CIN,1,5.0,0.0,0.0
1493,Rhys Hoskins,0.0,CIN,1,3.0,0.0,0.0
1494,Jake Bauers,0.0,CIN,1,1.0,1.0,0.0
1495,Oliver Dunn,3.0,CIN,1,4.0,0.0,2.0
1496,Garrett Mitchell,0.0,CIN,1,2.0,0.0,1.0
1497,Isaac Collins,0.0,CIN,1,2.0,0.0,1.0
1498,Joey Ortiz,0.0,CIN,1,4.0,0.0,1.0
1499,,5.0,CIN,1,38.0,4.0,12.0
1500,Michael Harris II,0.0,MIA,1,3.0,1.0,1.0
1501,Ozzie Albies,0.0,MIA,1,4.0,0.0,0.0
1502,Marcell Ozuna,0.0,MIA,1,4.0,0.0,2.0
1503,Matt Olson,0.0,MIA,1,3.0,1.0,0.0
1504,Austin Riley,0.0,MIA,1,4.0,0.0,2.0
1505,Bryan De La Cruz,0.0,MIA,1,4.0,0.0,2.0
1506,Drake Baldwin,0.0,MIA,1,4.0,0.0,0.0
1507,Nick Allen,0.0,MIA,1,3.0,0.0,3.0
1508,Jarred Kelenic,0.0,MIA,1,2.0,0.0,1.0
1509,Stuart Fairchild,0.0,MIA,1,1.0,0.0,0.0
1510,,0.0,MIA,1,32.0,2.0,11.0
1511,Brenton Doyle,0.0,ATH,1,5.0,0.0,1.0
1512,Ezequiel Tovar,0.0,ATH,1,5.0,0.0,2.0
1513,Ryan McMahon,1.0,ATH,1,3.0,1.0,0.0
1514,Hunter Goodman,0.0,ATH,1,4.0,0.0,0.0
1515,Kris Bryant,0.0,ATH,1,4.0,0.0,1.0
1516,Michael Toglia,0.0,ATH,1,3.0,1.0,0.0
1517,Kyle Farmer,0.0,ATH,1,4.0,0.0,0.0
1518,Sean Bouchard,2.0,ATH,1,3.0,1.0,1.0
1519,Jordan Beck,0.0,ATH,1,3.0,0.0,0.0
1520,Nick Martini,0.0,ATH,1,1.0,0.0,0.0
1521,,3.0,ATH,1,35.0,3.0,5.0
1522,LaMonte Wade Jr.,0.0,SEA,1,4.0,0.0,2.0
1523,Willy Adames,0.0,SEA,1,3.0,1.0,0.0
1524,Jung Hoo Lee,0.0,SEA,1,4.0,0.0,0.0
1525,Matt Chapman,2.0,SEA,1,4.0,0.0,0.0
1526,Heliot Ramos,0.0,SEA,1,4.0,0.0,0.0
1527,Mike Yastrzemski,1.0,SEA,1,1.0,3.0,0.0
1528,Wilmer Flores,1.0,SEA,1,4.0,0.0,1.0
1529,Sam Huff,0.0,SEA,1,2.0,0.0,1.0
1530,Patrick Bailey,0.0,SEA,1,2.0,0.0,0.0
1531,Tyler Fitzgerald,0.0,SEA,1,3.0,0.0,1.0
1532,,4.0,SEA,1,31.0,4.0,5.0
1533,,,SEA,1,,,
1534,Taylor Ward,1.0,CLE,1,5.0,0.0,1.0
1535,Luis Rengifo,1.0,SEA,1,4.0,1.0,0.0
1536,Nicky Lopez,0.0,CLE,1,0.0,0.0,0.0
1537,Mike Trout,2.0,CLE,1,4.0,1.0,2.0
1538,Jorge Soler,2.0,CLE,1,4.0,0.0,0.0
1539,Logan O'Hoppe,2.0,CLE,1,5.0,0.0,1.0
1540,Nolan Schanuel,0.0,CLE,1,3.0,1.0,0.0
1541,Kyren Paris,0.0,CLE,1,3.0,1.0,2.0
1542,Jo Adell,0.0,CLE,1,3.0,1.0,1.0
1543,Tim Anderson,2.0,CLE,1,4.0,0.0,2.0
1544,,10.0,CLE,1,35.0,5.0,9.0
1545,,,CLE,1,,,
1546,CJ Abrams,1.0,ARI,1,2.0,1.0,0.0
1547,Luis Garcia Jr.,0.0,ARI,1,4.0,1.0,1.0
1548,Keibert Ruiz,1.0,ARI,1,3.0,0.0,1.0
1549,Nathaniel Lowe,1.0,ARI,1,4.0,0.0,0.0
1550,James Wood,0.0,ARI,1,3.0,1.0,1.0
1551,Josh Bell,0.0,ARI,1,2.0,1.0,1.0
1552,Alex Call,1.0,ARI,1,3.0,1.0,1.0
1553,Paul DeJong,1.0,ARI,1,4.0,0.0,1.0
1554,Dylan Crews,0.0,ARI,1,4.0,0.0,1.0
1555,,5.0,ARI,1,29.0,5.0,7.0
1556,,,ARI,1,,,
1557,,,ARI,1,,,
1558,,,ARI,1,,,
1559,,,ARI,1,,,
1560,Kyle Schwarber,0.0,LAD,1,3.0,2.0,2.0
1561,Trea Turner,0.0,LAD,1,3.0,2.0,1.0
1562,Bryce Harper,1.0,LAD,1,4.0,1.0,1.0
1563,Max Kepler,0.0,LAD,1,3.0,2.0,0.0
1564,Nick Castellanos,4.0,LAD,1,4.0,0.0,0.0
1565,Bryson Stott,1.0,LAD,1,4.0,0.0,2.0
1566,Edmundo Sosa,1.0,LAD,1,4.0,0.0,1.0
1567,Edmundo Sosa,1.0,ATH,1,4.0,0.0,1.0
1568,Brandon Marsh,0.0,BAL,1,3.0,1.0,0.0
1569,Rafael Marchan,0.0,LAD,1,1.0,3.0,0.0
1570,,7.0,LAD,1,29.0,11.0,7.0
1571,Ke'Bryan Hayes,0.0,NYY,1,4.0,1.0,2.0
1572,Bryan Reynolds,2.0,NYY,1,5.0,0.0,2.0
1573,Oneil Cruz,0.0,NYY,1,4.0,1.0,0.0
1574,Joey Bart,0.0,NYY,1,4.0,1.0,1.0
1575,Andrew McCutchen,0.0,NYY,1,3.0,1.0,1.0
1576,Jack Suwinski,0.0,NYY,1,1.0,0.0,1.0
1577,Enmanuel Valdez,0.0,NYY,1,5.0,0.0,1.0
1578,Tommy Pham,2.0,NYY,1,4.0,0.0,3.0
1579,Adam Frazier,0.0,NYY,1,4.0,0.0,1.0
1580,Isiah Kiner-Falefa,1.0,NYY,1,3.0,1.0,0.0
1581,,5.0,NYY,1,37.0,5.0,12.0
1582,Jarren Duran,0.0,STL,1,5.0,0.0,2.0
1583,Rafael Devers,2.0,STL,1,4.0,1.0,1.0
1584,Alex Bregman,0.0,STL,1,4.0,1.0,2.0
1585,Triston Casas,0.0,STL,1,4.0,1.0,2.0
1586,Trevor Story,0.0,STL,1,4.0,1.0,1.0
1587,Rob Refsnyder,0.0,STL,1,2.0,1.0,1.0
1588,Wilyer Abreu,1.0,STL,1,1.0,1.0,0.0
1589,Kristian Campbell,0.0,STL,1,3.0,1.0,2.0
1590,David Hamilton,1.0,STL,1,2.0,0.0,1.0
1591,Romy Gonzalez,1.0,STL,1,2.0,0.0,0.0
1592,Connor Wong,0.0,STL,1,3.0,1.0,1.0
1593,,5.0,STL,1,34.0,8.0,13.0
1594,,,STL,1,,,
1595,,,STL,1,,,
1596,Justyn-Henry Malloy,0.0,CHW,1,1.0,2.0,0.0
1597,Riley Greene,0.0,CHW,1,1.0,1.0,1.0
1598,Andy Ibanez,1.0,CHW,1,4.0,1.0,0.0
1599,Spencer Torkelson,2.0,CHW,1,5.0,0.0,1.0
1600,Manuel Margot,0.0,CHW,1,3.0,0.0,0.0
1601,Colt Keith,0.0,CHW,1,0.0,1.0,0.0
1602,Dillon Dingler,0.0,CHW,1,4.0,0.0,2.0
1603,Kerry Carpenter,0.0,CHW,1,4.0,0.0,0.0
1604,Javier Baez,1.0,CHW,1,4.0,0.0,0.0
1605,Ryan Kreidler,0.0,CHW,1,2.0,0.0,1.0
1606,Trey Sweeney,0.0,CHW,1,1.0,1.0,0.0
1607,Zach McKinstry,0.0,CHW,1,2.0,2.0,0.0
1608,,4.0,CHW,1,31.0,8.0,5.0
1609,Francisco Lindor,0.0,TOR,1,4.0,0.0,1.0
1610,Juan Soto,0.0,TOR,1,3.0,1.0,0.0
1611,Pete Alonso,1.0,TOR,1,3.0,0.0,0.0
1612,Brandon Nimmo,1.0,TOR,1,3.0,0.0,1.0
1613,Jesse Winker,0.0,TOR,1,3.0,0.0,2.0
1614,Starling Marte,0.0,TOR,1,1.0,0.0,1.0
1615,Mark Vientos,0.0,TOR,1,3.0,1.0,1.0
1616,Brett Baty,0.0,TOR,1,3.0,0.0,2.0
1617,Luisangel Acuna,0.0,TOR,1,0.0,0.0,0.0
1618,Jose Siri,0.0,TOR,1,3.0,0.0,1.0
1619,Hayden Senger,0.0,TOR,1,2.0,1.0,0.0
1620,,2.0,TOR,1,28.0,3.0,9.0
1621,,,TOR,1,,,
1622,Jonathan India,0.0,BAL,1,4.0,0.0,0.0
1623,Bobby Witt Jr.,0.0,BAL,1,4.0,0.0,1.0
1624,Vinnie Pasquantino,1.0,BAL,1,2.0,1.0,0.0
1625,Tyler Tolbert,0.0,BAL,1,0.0,0.0,0.0
1626,Salvador Perez,0.0,BAL,1,4.0,0.0,2.0
1627,Mark Canha,0.0,BAL,1,4.0,0.0,0.0
1628,Kyle Isbel,0.0,BAL,1,0.0,0.0,0.0
1629,Michael Massey,2.0,BAL,1,4.0,0.0,0.0
1630,Hunter Renfroe,0.0,BAL,1,3.0,0.0,1.0
1631,MJ Melendez,0.0,BAL,1,1.0,0.0,1.0
1632,Maikel Garcia,0.0,BAL,1,4.0,0.0,1.0
1633,Freddy Fermin,1.0,BAL,1,3.0,0.0,1.0
1634,,4.0,BAL,1,33.0,1.0,7.0
1635,Brice Turang,0.0,CIN,1,4.0,0.0,0.0
1636,Jackson Chourio,5.0,CIN,1,3.0,0.0,1.0
1637,Christian Yelich,1.0,CIN,1,4.0,0.0,0.0
1638,Garrett Mitchell,0.0,CIN,1,3.0,1.0,1.0
1639,Sal Frelick,0.0,CIN,1,4.0,0.0,0.0
1640,Jake Bauers,0.0,CIN,1,3.0,1.0,1.0
1641,Joey Ortiz,0.0,CIN,1,3.0,0.0,1.0
1642,Oliver Dunn,1.0,CIN,1,3.0,0.0,0.0
1643,Eric Haase,0.0,CIN,1,2.0,1.0,1.0
1644,,7.0,CIN,1,29.0,3.0,5.0
1645,,,CIN,1,,,
1646,,,CIN,1,,,
1647,Matt Wallner,0.0,HOU,1,5.0,0.0,1.0
1648,DaShawn Keirsey Jr.,0.0,HOU,1,0.0,0.0,0.0
1649,Christian Vazquez,0.0,HOU,1,1.0,0.0,1.0
1650,Carlos Correa,1.0,HOU,1,3.0,2.0,0.0
1651,Byron Buxton,1.0,HOU,1,5.0,0.0,2.0
1652,Trevor Larnach,3.0,HOU,1,3.0,1.0,1.0
1653,Willi Castro,0.0,TBR,1,5.0,0.0,1.0
1654,Ryan Jeffers,2.0,HOU,1,5.0,0.0,1.0
1655,Edouard Julien,0.0,HOU,1,3.0,0.0,1.0
1656,Ty France,0.0,HOU,1,2.0,0.0,0.0
1657,Mickey Gasper,0.0,HOU,1,2.0,1.0,2.0
1658,Jose Miranda,0.0,HOU,1,2.0,0.0,1.0
1659,Harrison Bader,0.0,HOU,1,4.0,1.0,1.0
1660,,7.0,HOU,1,40.0,5.0,12.0
1661,Ian Happ,0.0,SDP,1,4.0,1.0,0.0
1662,Seiya Suzuki,0.0,SDP,1,3.0,2.0,1.0
1663,Kyle Tucker,3.0,SDP,1,4.0,1.0,0.0
1664,Justin Turner,1.0,SDP,1,4.0,0.0,2.0
1665,Dansby Swanson,0.0,SDP,1,3.0,1.0,1.0
1666,Nico Hoerner,1.0,SDP,1,4.0,0.0,0.0
1667,Pete Crow-Armstrong,0.0,SDP,1,3.0,0.0,1.0
1668,Matt Shaw,0.0,SDP,1,1.0,2.0,1.0
1669,Michael Busch,0.0,SDP,1,1.0,0.0,1.0
1670,Gage Workman,0.0,SDP,1,0.0,0.0,0.0
1671,Carson Kelly,0.0,SDP,1,3.0,1.0,1.0
1672,,5.0,SDP,1,30.0,8.0,8.0
1673,Marcus Semien,1.0,TBR,1,4.0,0.0,2.0
1674,Corey Seager,1.0,TBR,1,4.0,0.0,1.0
1675,Wyatt Langford,0.0,TBR,1,3.0,1.0,1.0
1676,Joc Pederson,0.0,TBR,1,3.0,1.0,2.0
1677,Adolis Garcia,0.0,TBR,1,4.0,0.0,1.0
1678,Jake Burger,0.0,TBR,1,4.0,0.0,0.0
1679,Josh Smith,0.0,TBR,1,4.0,0.0,1.0
1680,Jonah Heim,1.0,TBR,1,4.0,0.0,0.0
1681,Leody Taveras,1.0,TBR,1,3.0,0.0,2.0
1682,,4.0,TBR,1,33.0,2.0,10.0
1683,,,TBR,1,,,
1684,,,TBR,1,,,
1685,Brenton Doyle,4.0,ATH,1,5.0,0.0,1.0
1686,Ezequiel Tovar,3.0,ATH,1,5.0,0.0,1.0
1687,Ryan McMahon,1.0,ATH,1,4.0,0.0,1.0
1688,Hunter Goodman,2.0,ATH,1,5.0,0.0,2.0
1689,Kris Bryant,1.0,ATH,1,5.0,0.0,2.0
1690,Michael Toglia,0.0,ATH,1,5.0,0.0,1.0
1691,Nick Martini,0.0,ATH,1,3.0,1.0,1.0
1692,Jordan Beck,0.0,ATH,1,0.0,0.0,0.0
1693,Tyler Freeman,1.0,LAD,1,2.0,0.0,1.0
1694,Tyler Freeman,1.0,ATH,1,2.0,0.0,1.0
1695,Mickey Moniak,0.0,ATH,1,2.0,1.0,1.0
1696,Sean Bouchard,0.0,ATH,1,0.0,1.0,0.0
1697,,12.0,ATH,1,36.0,3.0,11.0
1698,LaMonte Wade Jr.,0.0,SEA,1,3.0,1.0,2.0
1699,Willy Adames,0.0,SEA,1,4.0,0.0,0.0
1700,Jung Hoo Lee,0.0,SEA,1,4.0,0.0,1.0
1701,Matt Chapman,0.0,SEA,1,3.0,1.0,2.0
1702,Heliot Ramos,1.0,SEA,1,4.0,0.0,0.0
1703,Mike Yastrzemski,3.0,SEA,1,3.0,1.0,2.0
1704,Luis Matos,0.0,SEA,1,4.0,0.0,0.0
1705,Patrick Bailey,0.0,SEA,1,4.0,0.0,1.0
1706,Christian Koss,0.0,SEA,1,3.0,0.0,1.0
1707,Wilmer Flores,1.0,SEA,1,1.0,0.0,0.0
1708,,5.0,SEA,1,33.0,3.0,9.0
1709,,,SEA,1,,,
1710,,,SEA,1,,,
1711,,,SEA,1,,,
1712,Taylor Ward,0.0,CLE,1,4.0,0.0,0.0
1713,Luis Rengifo,1.0,CLE,1,3.0,0.0,1.0
1714,Mike Trout,0.0,CLE,1,3.0,1.0,0.0
1715,Jorge Soler,2.0,CLE,1,3.0,0.0,0.0
1716,Logan O'Hoppe,1.0,CLE,1,4.0,0.0,1.0
1717,Nolan Schanuel,0.0,CLE,1,4.0,0.0,1.0
1718,Kyren Paris,1.0,CLE,1,4.0,0.0,1.0
1719,Jo Adell,0.0,CLE,1,3.0,0.0,0.0
1720,Tim Anderson,1.0,CLE,1,4.0,0.0,1.0
1721,,6.0,CLE,1,32.0,1.0,5.0
1722,,,CLE,1,,,
1723,Jarren Duran,2.0,STL,1,5.0,0.0,1.0
1724,Rob Refsnyder,0.0,STL,1,1.0,0.0,0.0
1725,Rafael Devers,3.0,STL,1,4.0,1.0,0.0
1726,Connor Wong,0.0,STL,1,1.0,0.0,0.0
1727,Alex Bregman,6.0,STL,1,5.0,0.0,0.0
1728,Triston Casas,0.0,STL,1,1.0,0.0,0.0
1729,Wilyer Abreu,3.0,STL,1,6.0,0.0,2.0
1730,Trevor Story,0.0,STL,1,4.0,0.0,0.0
1731,David Hamilton,0.0,STL,1,2.0,0.0,1.0
1732,Kristian Campbell,0.0,STL,1,4.0,1.0,0.0
1733,Romy Gonzalez,0.0,STL,1,5.0,0.0,1.0
1734,Carlos Narvaez,1.0,STL,1,4.0,1.0,0.0
1735,Ceddanne Rafaela,2.0,STL,1,4.0,1.0,0.0
1736,,17.0,STL,1,46.0,4.0,5.0
1737,Justyn-Henry Malloy,2.0,NYY,1,3.0,0.0,1.0
1738,Kerry Carpenter,0.0,NYY,1,0.0,1.0,0.0
1739,Andy Ibanez,3.0,NYY,1,3.0,0.0,0.0
1740,Trey Sweeney,1.0,NYY,1,1.0,0.0,0.0
1741,Spencer Torkelson,0.0,NYY,1,4.0,0.0,2.0
1742,Riley Greene,0.0,NYY,1,4.0,0.0,3.0
1743,Manuel Margot,0.0,NYY,1,3.0,0.0,1.0
1744,Zach McKinstry,0.0,NYY,1,1.0,0.0,0.0
1745,Javier Baez,0.0,NYY,1,4.0,0.0,1.0
1746,Colt Keith,0.0,NYY,1,4.0,0.0,1.0
1747,Jake Rogers,0.0,NYY,1,0.0,3.0,0.0
1748,Ryan Kreidler,0.0,NYY,1,1.0,1.0,1.0
1749,,6.0,NYY,1,28.0,5.0,10.0
1750,Ke'Bryan Hayes,1.0,STL,1,3.0,1.0,1.0
1751,Andrew McCutchen,2.0,STL,1,4.0,0.0,0.0
1752,Joey Bart,2.0,STL,1,4.0,0.0,1.0
1753,Oneil Cruz,1.0,STL,1,3.0,0.0,1.0
1754,Tommy Pham,0.0,STL,1,3.0,1.0,1.0
1755,Alexander Canario,0.0,STL,1,4.0,0.0,0.0
1756,Endy Rodriguez,0.0,STL,1,4.0,0.0,1.0
1757,Isiah Kiner-Falefa,2.0,STL,1,4.0,0.0,0.0
1758,Adam Frazier,0.0,STL,1,4.0,0.0,2.0
1759,,8.0,STL,1,33.0,2.0,7.0
1760,James Wood,2.0,LAD,1,3.0,1.0,0.0
1761,Jacob Young,0.0,LAD,1,0.0,0.0,0.0
1762,Alex Call,0.0,LAD,1,4.0,0.0,0.0
1763,Luis Garcia Jr.,0.0,LAD,1,4.0,0.0,0.0
1764,Keibert Ruiz,1.0,LAD,1,3.0,1.0,0.0
1765,Nathaniel Lowe,1.0,BAL,1,4.0,0.0,0.0
1766,Josh Bell,0.0,LAD,1,3.0,1.0,0.0
1767,Josh Bell,0.0,ATH,1,3.0,1.0,0.0
1768,Paul DeJong,0.0,LAD,1,4.0,0.0,0.0
1769,Jose Tena,0.0,LAD,1,2.0,0.0,1.0
1770,Amed Rosario,0.0,LAD,1,2.0,0.0,0.0
1771,Dylan Crews,0.0,LAD,1,3.0,0.0,0.0
1772,,4.0,LAD,1,32.0,3.0,1.0
1773,Jarren Duran,0.0,TOR,1,3.0,1.0,0.0
1774,Rafael Devers,1.0,TOR,1,3.0,0.0,0.0
1775,Alex Bregman,0.0,TOR,1,4.0,0.0,0.0
1776,Triston Casas,1.0,TOR,1,3.0,1.0,0.0
1777,Trevor Story,0.0,TOR,1,4.0,0.0,1.0
1778,Wilyer Abreu,0.0,TOR,1,4.0,0.0,2.0
1779,Connor Wong,0.0,TOR,1,0.0,0.0,0.0
1780,Carlos Narvaez,0.0,TOR,1,4.0,0.0,0.0
