,home_player,home_RBI,away_team,games_played,home_AB,home_BB,home_K
0,Ben Rice,0.0,NYM,1,2.0,0.0,0.0
1,Aaron Judge,0.0,NYM,1,2.0,0.0,1.0
2,Cody Bellinger,0.0,NYM,1,2.0,0.0,1.0
3,Paul Goldschmidt,0.0,NYM,1,2.0,0.0,1.0
4,Jasson Dominguez,0.0,NYM,1,2.0,0.0,0.0
5,Anthony Volpe,0.0,NYM,1,1.0,0.0,0.0
6,J.C. Escarra,0.0,NYM,1,1.0,0.0,0.0
7,DJ LeMahieu,1.0,NYM,1,1.0,0.0,0.0
8,Jorbit Vivas,0.0,LAA,1,1.0,0.0,0.0
9,,1.0,LAA,1,14.0,0.0,3.0
10,Austin Wells,1.0,MIL,1,3.0,1.0,1.0
11,Aaron Judge,1.0,MIL,1,4.0,0.0,2.0
12,Cody Bellinger,1.0,STL,1,2.0,1.0,1.0
13,Paul Goldschmidt,0.0,MIL,1,4.0,0.0,2.0
14,Jazz Chisholm Jr.,0.0,MIL,1,3.0,1.0,2.0
15,Jasson Dominguez,0.0,MIL,1,3.0,0.0,0.0
16,Trent Grisham,0.0,MIL,1,1.0,0.0,0.0
17,Anthony Volpe,1.0,MIL,1,4.0,0.0,1.0
18,Ben Rice,0.0,MIL,1,2.0,1.0,1.0
19,Oswaldo Cabrera,0.0,MIL,1,3.0,0.0,0.0
20,,4.0,MIL,1,29.0,4.0,10.0
21,,,MIL,1,,,
22,Bo Bichette,0.0,BAL,1,4.0,0.0,0.0
23,Vladimir Guerrero Jr.,0.0,BAL,1,2.0,2.0,1.0
24,Anthony Santander,0.0,BAL,1,4.0,0.0,0.0
25,Andres Gimenez,2.0,BAL,1,3.0,1.0,0.0
26,Alejandro Kirk,0.0,BAL,1,4.0,0.0,0.0
27,George Springer,0.0,BAL,1,3.0,1.0,2.0
28,Will Wagner,0.0,BAL,1,3.0,0.0,0.0
29,Ernie Clement,0.0,BAL,1,3.0,0.0,0.0
30,Alan Roden,0.0,BAL,1,2.0,1.0,0.0
31,,2.0,BAL,1,28.0,5.0,3.0
32,,,BAL,1,,,
33,,,BAL,1,,,
34,CJ Abrams,1.0,PHI,1,5.0,0.0,2.0
35,James Wood,0.0,PHI,1,3.0,1.0,1.0
36,Luis Garcia Jr.,1.0,PHI,1,4.0,0.0,1.0
37,Josh Bell,0.0,PHI,1,4.0,0.0,1.0
38,Nathaniel Lowe,0.0,PHI,1,4.0,0.0,3.0
39,Paul DeJong,0.0,PHI,1,4.0,0.0,4.0
40,Keibert Ruiz,1.0,PHI,1,4.0,0.0,0.0
41,Dylan Crews,0.0,PHI,1,3.0,1.0,0.0
42,Jacob Young,0.0,PHI,1,2.0,1.0,1.0
43,,3.0,PHI,1,33.0,3.0,13.0
44,Marcus Semien,0.0,BOS,1,4.0,0.0,2.0
45,Corey Seager,0.0,BOS,1,4.0,0.0,2.0
46,Wyatt Langford,0.0,BOS,1,3.0,1.0,0.0
47,Adolis Garcia,0.0,BOS,1,4.0,0.0,0.0
48,Jake Burger,0.0,BOS,1,3.0,1.0,0.0
49,Jung Hoo Lee,0.0,BOS,1,4.0,0.0,1.0
50,Kevin Pillar,1.0,BOS,1,3.0,0.0,0.0
51,Joc Pederson,0.0,BOS,1,1.0,0.0,0.0
52,Kyle Higashioka,1.0,BOS,1,4.0,0.0,0.0
53,Josh Smith,0.0,BOS,1,3.0,0.0,2.0
54,,2.0,BOS,1,33.0,2.0,7.0
55,Xavier Edwards,1.0,PIT,1,3.0,2.0,1.0
56,Kyle Stowers,1.0,PIT,1,3.0,2.0,2.0
57,Jonah Bride,0.0,PIT,1,3.0,1.0,0.0
58,Matt Mervis,0.0,PIT,1,4.0,0.0,3.0
59,Otto Lopez,1.0,PIT,1,3.0,1.0,1.0
60,Griffin Conine,0.0,PIT,1,2.0,0.0,1.0
61,Dane Myers,1.0,PIT,1,2.0,0.0,1.0
62,Derek Hill,0.0,PIT,1,3.0,1.0,0.0
63,Graham Pauley,0.0,PIT,1,4.0,0.0,1.0
64,Nick Fortes,0.0,PIT,1,3.0,0.0,1.0
65,Javier Sanoja,0.0,PIT,1,0.0,0.0,0.0
66,,4.0,PIT,1,30.0,7.0,11.0
67,TJ Friedl,1.0,SFG,1,5.0,0.0,1.0
68,Matt McLain,0.0,SFG,1,5.0,0.0,2.0
69,Elly De La Cruz,0.0,SFG,1,3.0,1.0,1.0
70,Gavin Lux,0.0,SFG,1,3.0,1.0,0.0
71,Blake Dunn,0.0,SFG,1,0.0,0.0,0.0
72,Jeimer Candelario,3.0,SFG,1,3.0,1.0,1.0
73,Spencer Steer,0.0,SFG,1,4.0,0.0,3.0
74,Christian Encarnacion-Strand,0.0,SFG,1,4.0,0.0,0.0
75,Jake Fraley,0.0,SFG,1,4.0,0.0,0.0
76,Jose Trevino,0.0,SFG,1,2.0,1.0,0.0
77,Jacob Hurtubise,0.0,SFG,1,0.0,0.0,0.0
78,,4.0,SFG,1,33.0,4.0,8.0
79,Miguel Vargas,2.0,LAA,1,4.0,0.0,1.0
80,Luis Robert Jr.,0.0,LAA,1,4.0,0.0,1.0
81,Andrew Benintendi,3.0,LAA,1,4.0,0.0,2.0
82,Andrew Vaughn,0.0,LAA,1,4.0,0.0,0.0
83,Austin Slater,1.0,LAA,1,3.0,0.0,0.0
84,Nick Maton,0.0,LAA,1,0.0,1.0,0.0
85,Travis Jankowski,0.0,LAA,1,0.0,0.0,0.0
86,Lenyn Sosa,2.0,LAA,1,4.0,0.0,0.0
87,Korey Lee,0.0,LAA,1,3.0,1.0,1.0
88,Jacob Amaya,0.0,LAA,1,4.0,0.0,1.0
89,Michael A. Taylor,0.0,LAA,1,3.0,0.0,0.0
90,,8.0,LAA,1,33.0,2.0,6.0
91,Jonathan India,0.0,CLE,1,5.0,0.0,0.0
92,Bobby Witt Jr.,0.0,CLE,1,5.0,0.0,3.0
93,Vinnie Pasquantino,3.0,CLE,1,4.0,0.0,0.0
94,Freddy Fermin,0.0,CLE,1,0.0,0.0,0.0
95,Salvador Perez,0.0,CLE,1,4.0,0.0,2.0
96,Michael Massey,1.0,CLE,1,3.0,0.0,0.0
97,Hunter Renfroe,0.0,CLE,1,4.0,0.0,1.0
98,MJ Melendez,0.0,CLE,1,2.0,0.0,1.0
99,Maikel Garcia,0.0,CLE,1,2.0,0.0,1.0
100,Cavan Biggio,0.0,CLE,1,2.0,1.0,0.0
101,Dairon Blanco,0.0,CLE,1,0.0,0.0,0.0
102,Mark Canha,0.0,CLE,1,1.0,0.0,1.0
103,Kyle Isbel,0.0,CLE,1,3.0,0.0,1.0
104,,4.0,CLE,1,35.0,1.0,10.0
105,Jose Altuve,0.0,NYM,1,4.0,0.0,3.0
106,Isaac Paredes,0.0,NYM,1,3.0,1.0,1.0
107,Yordan Alvarez,0.0,NYM,1,2.0,2.0,1.0
108,Christian Walker,0.0,NYM,1,4.0,0.0,0.0
109,Yandy Diaz,1.0,NYM,1,3.0,1.0,0.0
110,Jeremy Pena,0.0,NYM,1,3.0,0.0,0.0
111,Cam Smith,0.0,LAA,1,3.0,0.0,0.0
112,Chas McCormick,0.0,NYM,1,0.0,0.0,0.0
113,Brendan Rodgers,0.0,NYM,1,3.0,1.0,2.0
114,Jake Meyers,1.0,NYM,1,4.0,0.0,0.0
115,,2.0,NYM,1,29.0,5.0,7.0
116,,,NYM,1,,,
117,Fernando Tatis Jr.,0.0,ATL,1,4.0,0.0,1.0
118,Luis Arraez,1.0,ATL,1,2.0,0.0,0.0
119,Manny Machado,1.0,ATL,1,3.0,1.0,1.0
120,Xander Bogaerts,0.0,ATL,1,3.0,1.0,1.0
121,Jackson Merrill,4.0,ATL,1,3.0,0.0,0.0
122,Yuli Gurriel,0.0,ATL,1,4.0,0.0,1.0
123,Jake Cronenworth,0.0,ATL,1,4.0,0.0,2.0
124,Brandon Lockridge,0.0,ATL,1,2.0,0.0,1.0
125,Gavin Sheets,1.0,ATL,1,1.0,0.0,0.0
126,Martin Maldonado,0.0,ATL,1,1.0,0.0,1.0
127,Elias Diaz,0.0,ATL,1,3.0,0.0,1.0
128,Jason Heyward,0.0,ATL,1,1.0,0.0,0.0
129,,7.0,ATL,1,31.0,2.0,9.0
130,Lars Nootbaar,2.0,MIN,1,4.0,0.0,0.0
131,Willson Contreras,0.0,MIN,1,4.0,0.0,2.0
132,Brendan Donovan,1.0,MIN,1,4.0,0.0,1.0
133,Nolan Arenado,1.0,MIN,1,4.0,0.0,0.0
134,Alec Burleson,0.0,MIN,1,4.0,0.0,0.0
135,Ivan Herrera,1.0,MIN,1,3.0,1.0,0.0
136,Michael Siani,0.0,MIN,1,0.0,0.0,0.0
137,Jordan Walker,0.0,MIN,1,3.0,1.0,0.0
138,Pedro Pages,0.0,MIN,1,0.0,0.0,0.0
139,Victor Scott II,0.0,MIN,1,4.0,0.0,1.0
140,Masyn Winn,0.0,MIN,1,3.0,0.0,1.0
141,,5.0,MIN,1,33.0,2.0,5.0
142,Shohei Ohtani,1.0,DET,1,4.0,0.0,0.0
143,Mookie Betts,0.0,DET,1,3.0,1.0,0.0
144,Teoscar Hernandez,3.0,DET,1,4.0,0.0,1.0
145,Freddie Freeman,0.0,DET,1,4.0,0.0,0.0
146,Tommy Edman,1.0,DET,1,4.0,0.0,1.0
147,Will Smith,0.0,DET,1,3.0,0.0,1.0
148,Max Muncy,0.0,DET,1,3.0,0.0,2.0
149,Max Muncy,0.0,DET,1,3.0,0.0,2.0
150,Miguel Rojas,0.0,DET,1,3.0,0.0,0.0
151,Andy Pages,0.0,DET,1,3.0,0.0,1.0
152,,5.0,DET,1,31.0,1.0,6.0
153,,,DET,1,,,
154,,,DET,1,,,
155,,,DET,1,,,
156,Ketel Marte,0.0,CHC,1,5.0,0.0,1.0
157,Corbin Carroll,0.0,CHC,1,3.0,1.0,0.0
158,Lourdes Gurriel Jr.,1.0,CHC,1,5.0,0.0,0.0
159,Josh Naylor,1.0,CHC,1,5.0,0.0,0.0
160,Gabriel Moreno,0.0,CHC,1,3.0,1.0,0.0
161,Eugenio Suarez,1.0,CHC,1,3.0,0.0,1.0
162,Randal Grichuk,0.0,CHC,1,2.0,0.0,0.0
163,Pavin Smith,0.0,CHC,1,1.0,1.0,1.0
164,Jake McCarthy,1.0,CHC,1,3.0,0.0,1.0
165,Geraldo Perdomo,2.0,CHC,1,3.0,0.0,0.0
166,,6.0,CHC,1,33.0,3.0,4.0
167,Victor Robles,1.0,ATH,1,3.0,0.0,0.0
168,Julio Rodriguez,0.0,ATH,1,3.0,1.0,1.0
169,Cal Raleigh,0.0,ATH,1,3.0,1.0,1.0
170,Randy Arozarena,1.0,ATH,1,3.0,1.0,1.0
171,Luke Raley,0.0,ATH,1,3.0,1.0,1.0
172,Jorge Polanco,2.0,ATH,1,3.0,0.0,0.0
173,Rowdy Tellez,0.0,ATH,1,3.0,0.0,2.0
174,Ryan Bliss,0.0,LAD,1,2.0,2.0,0.0
175,Ryan Bliss,0.0,ATH,1,2.0,2.0,0.0
176,J.P. Crawford,0.0,ATH,1,2.0,1.0,1.0
177,,4.0,ATH,1,25.0,7.0,7.0
178,Curtis Mead,0.0,COL,1,4.0,0.0,2.0
179,Yandy Diaz,0.0,COL,1,4.0,0.0,0.0
180,Brandon Lowe,0.0,COL,1,4.0,0.0,1.0
181,Junior Caminero,0.0,COL,1,4.0,0.0,1.0
182,Christopher Morel,0.0,COL,1,2.0,0.0,1.0
183,Jonathan Aranda,1.0,COL,1,0.0,0.0,0.0
184,Kameron Misner,1.0,COL,1,1.0,0.0,0.0
185,Danny Jansen,0.0,COL,1,2.0,1.0,2.0
186,Josh Lowe,0.0,COL,1,2.0,0.0,0.0
187,Jose Caballero,1.0,COL,1,1.0,0.0,0.0
188,Jonny DeLuca,0.0,COL,1,3.0,0.0,1.0
189,Taylor Walls,0.0,COL,1,3.0,0.0,1.0
190,,3.0,COL,1,30.0,1.0,9.0
191,Bo Bichette,1.0,BAL,1,4.0,0.0,0.0
192,Vladimir Guerrero Jr.,1.0,BAL,1,4.0,0.0,2.0
193,Anthony Santander,0.0,BAL,1,4.0,1.0,1.0
194,Andres Gimenez,0.0,BAL,1,5.0,0.0,2.0
195,Alejandro Kirk,0.0,BAL,1,4.0,0.0,1.0
196,George Springer,0.0,BAL,1,4.0,0.0,1.0
197,Will Wagner,0.0,BAL,1,3.0,0.0,1.0
198,Ernie Clement,2.0,BAL,1,1.0,0.0,0.0
199,Nathan Lukes,1.0,BAL,1,2.0,1.0,1.0
200,Davis Schneider,0.0,BAL,1,0.0,1.0,0.0
201,Alan Roden,1.0,BAL,1,3.0,0.0,0.0
202,,6.0,BAL,1,34.0,3.0,9.0
203,Xavier Edwards,0.0,PIT,1,4.0,0.0,0.0
204,Kyle Stowers,0.0,PIT,1,4.0,0.0,2.0
205,Jonah Bride,0.0,PIT,1,4.0,0.0,2.0
206,Matt Mervis,0.0,PIT,1,3.0,1.0,0.0
207,Otto Lopez,2.0,PIT,1,3.0,1.0,0.0
208,Griffin Conine,0.0,PIT,1,2.0,0.0,0.0
209,Dane Myers,0.0,PIT,1,2.0,0.0,0.0
210,Liam Hicks,0.0,PIT,1,3.0,1.0,0.0
211,Derek Hill,0.0,PIT,1,3.0,0.0,2.0
212,Graham Pauley,1.0,PIT,1,2.0,0.0,0.0
213,Eric Wagaman,0.0,PIT,1,1.0,0.0,1.0
214,,3.0,PIT,1,31.0,3.0,7.0
215,Marcus Semien,0.0,BOS,1,4.0,0.0,0.0
216,Corey Seager,0.0,BOS,1,4.0,0.0,1.0
217,Wyatt Langford,0.0,BOS,1,4.0,0.0,0.0
218,Joc Pederson,0.0,BOS,1,3.0,0.0,0.0
219,Kevin Pillar,0.0,BOS,1,1.0,0.0,0.0
220,Adolis Garcia,0.0,BOS,1,2.0,2.0,0.0
221,Jake Burger,1.0,BOS,1,3.0,0.0,1.0
222,Jung Hoo Lee,1.0,BOS,1,3.0,0.0,0.0
223,Josh Smith,0.0,BOS,1,0.0,0.0,0.0
224,Jonah Heim,2.0,BOS,1,3.0,0.0,0.0
225,Leody Taveras,0.0,BOS,1,2.0,1.0,1.0
226,,4.0,BOS,1,29.0,3.0,3.0
227,Jose Altuve,0.0,NYM,1,3.0,1.0,1.0
228,Isaac Paredes,0.0,NYM,1,4.0,0.0,1.0
229,Yordan Alvarez,1.0,NYM,1,2.0,1.0,0.0
230,Christian Walker,0.0,NYM,1,4.0,0.0,2.0
231,Yandy Diaz,0.0,NYM,1,4.0,0.0,2.0
232,Jeremy Pena,0.0,NYM,1,4.0,0.0,0.0
233,Cam Smith,0.0,LAA,1,2.0,2.0,1.0
234,Brendan Rodgers,0.0,NYM,1,3.0,0.0,0.0
235,Jake Meyers,0.0,NYM,1,3.0,0.0,3.0
236,,1.0,NYM,1,29.0,4.0,10.0
237,,,NYM,1,,,
238,Fernando Tatis Jr.,1.0,ATL,1,4.0,0.0,0.0
239,Luis Arraez,0.0,ATL,1,3.0,1.0,0.0
240,Manny Machado,0.0,ATL,1,4.0,0.0,1.0
241,Jackson Merrill,0.0,ATL,1,4.0,0.0,0.0
242,Jake Cronenworth,1.0,ATL,1,3.0,1.0,0.0
243,Xander Bogaerts,1.0,ATL,1,4.0,0.0,1.0
244,Gavin Sheets,0.0,ATL,1,4.0,0.0,0.0
245,Jason Heyward,0.0,ATL,1,4.0,0.0,0.0
246,Martin Maldonado,1.0,ATL,1,3.0,0.0,1.0
247,,4.0,ATL,1,33.0,2.0,3.0
248,Corbin Carroll,0.0,CHC,1,4.0,0.0,1.0
249,Ketel Marte,0.0,CHC,1,5.0,0.0,1.0
250,Lourdes Gurriel Jr.,0.0,CHC,1,5.0,0.0,0.0
251,Josh Naylor,1.0,CHC,1,4.0,0.0,0.0
252,Pavin Smith,1.0,CHC,1,4.0,0.0,1.0
253,Eugenio Suarez,4.0,CHC,1,4.0,0.0,0.0
254,Alek Thomas,1.0,CHC,1,4.0,0.0,1.0
255,Geraldo Perdomo,1.0,CHC,1,4.0,0.0,1.0
256,Jose Herrera,0.0,CHC,1,3.0,0.0,2.0
257,,8.0,CHC,1,37.0,0.0,7.0
258,Victor Robles,0.0,ATH,1,4.0,0.0,1.0
259,Julio Rodriguez,0.0,ATH,1,4.0,0.0,3.0
260,Cal Raleigh,0.0,ATH,1,3.0,1.0,2.0
261,Randy Arozarena,0.0,ATH,1,3.0,1.0,2.0
262,Mitch Garver,0.0,ATH,1,3.0,1.0,0.0
263,Jorge Polanco,0.0,ATH,1,3.0,0.0,1.0
264,Miles Mastrobuoni,0.0,ATH,1,1.0,0.0,0.0
265,Donovan Solano,0.0,ATH,1,4.0,0.0,3.0
266,Dylan Moore,0.0,ATH,1,2.0,0.0,0.0
267,Luke Raley,0.0,LAD,1,1.0,0.0,1.0
268,Luke Raley,0.0,ATH,1,1.0,0.0,1.0
269,J.P. Crawford,0.0,ATH,1,3.0,0.0,0.0
270,,0.0,ATH,1,31.0,3.0,13.0
271,Shohei Ohtani,0.0,DET,1,4.0,1.0,1.0
272,Mookie Betts,4.0,DET,1,5.0,0.0,0.0
273,Freddie Freeman,2.0,DET,1,4.0,0.0,0.0
274,Teoscar Hernandez,0.0,DET,1,3.0,1.0,1.0
275,Max Muncy,0.0,DET,1,4.0,0.0,3.0
276,Max Muncy,0.0,DET,1,4.0,0.0,3.0
277,Tommy Edman,0.0,DET,1,4.0,0.0,1.0
278,Michael Conforto,1.0,DET,1,4.0,0.0,1.0
279,Andy Pages,0.0,DET,1,3.0,0.0,1.0
280,Austin Barnes,0.0,DET,1,3.0,0.0,2.0
281,Will Smith,1.0,DET,1,1.0,0.0,0.0
282,,8.0,DET,1,35.0,2.0,10.0
283,,,DET,1,,,
284,,,DET,1,,,
285,Paul Goldschmidt,1.0,MIL,1,3.0,1.0,0.0
286,Oswaldo Cabrera,0.0,MIL,1,1.0,0.0,0.0
287,Cody Bellinger,4.0,MIL,1,5.0,0.0,0.0
288,Aaron Judge,8.0,STL,1,6.0,0.0,0.0
289,Ben Rice,0.0,MIL,1,0.0,0.0,0.0
290,Jazz Chisholm Jr.,1.0,MIL,1,5.0,0.0,1.0
291,Anthony Volpe,3.0,MIL,1,4.0,2.0,1.0
292,Austin Wells,1.0,MIL,1,3.0,1.0,0.0
293,J.C. Escarra,0.0,MIL,1,2.0,0.0,1.0
294,Pablo Reyes,0.0,MIL,1,3.0,1.0,0.0
295,Oswald Peraza,2.0,MIL,1,1.0,0.0,0.0
296,Jasson Dominguez,0.0,MIL,1,3.0,2.0,1.0
297,Trent Grisham,0.0,MIL,1,4.0,1.0,1.0
298,,20.0,MIL,1,40.0,8.0,5.0
299,Miguel Vargas,0.0,LAA,1,4.0,0.0,2.0
300,Luis Robert Jr.,0.0,LAA,1,4.0,0.0,2.0
301,Andrew Benintendi,0.0,LAA,1,2.0,2.0,0.0
302,Andrew Vaughn,0.0,LAA,1,4.0,0.0,0.0
303,Nick Maton,0.0,LAA,1,3.0,0.0,0.0
304,Lenyn Sosa,0.0,LAA,1,3.0,0.0,1.0
305,Matt Thaiss,0.0,LAA,1,1.0,2.0,0.0
306,Michael A. Taylor,0.0,LAA,1,0.0,0.0,0.0
307,Jacob Amaya,0.0,LAA,1,2.0,0.0,1.0
308,Travis Jankowski,0.0,LAA,1,1.0,0.0,0.0
309,Korey Lee,0.0,LAA,1,0.0,0.0,0.0
310,Brooks Baldwin,0.0,LAA,1,3.0,0.0,1.0
311,,0.0,LAA,1,27.0,4.0,7.0
312,Lars Nootbaar,2.0,MIN,1,3.0,1.0,0.0
313,Willson Contreras,0.0,MIN,1,5.0,0.0,3.0
314,Brendan Donovan,1.0,MIN,1,4.0,0.0,0.0
315,Nolan Arenado,1.0,MIN,1,4.0,1.0,1.0
316,Alec Burleson,0.0,MIN,1,3.0,1.0,0.0
317,Ivan Herrera,1.0,MIN,1,4.0,0.0,2.0
318,Pedro Pages,0.0,MIN,1,0.0,0.0,0.0
319,Jordan Walker,0.0,MIN,1,2.0,1.0,0.0
320,Michael Siani,0.0,MIN,1,0.0,0.0,0.0
321,Victor Scott II,0.0,MIN,1,4.0,0.0,2.0
322,Masyn Winn,0.0,MIN,1,3.0,1.0,2.0
323,,5.0,MIN,1,32.0,5.0,10.0
324,Bo Bichette,0.0,BAL,1,4.0,1.0,0.0
325,Vladimir Guerrero Jr.,1.0,BAL,1,5.0,0.0,2.0
326,Anthony Santander,1.0,BAL,1,4.0,1.0,3.0
327,Andres Gimenez,2.0,BAL,1,4.0,1.0,1.0
328,Alejandro Kirk,1.0,BAL,1,3.0,0.0,1.0
329,Will Wagner,0.0,BAL,1,3.0,0.0,1.0
330,George Springer,0.0,BAL,1,0.0,1.0,0.0
331,Davis Schneider,0.0,BAL,1,3.0,0.0,2.0
332,Alan Roden,0.0,BAL,1,1.0,0.0,0.0
333,Ernie Clement,0.0,BAL,1,4.0,0.0,2.0
334,Nathan Lukes,0.0,BAL,1,3.0,1.0,2.0
335,,5.0,BAL,1,34.0,5.0,14.0
336,CJ Abrams,0.0,PHI,1,4.0,1.0,2.0
337,Dylan Crews,0.0,MIN,1,5.0,0.0,5.0
338,James Wood,0.0,PHI,1,5.0,0.0,3.0
339,Josh Bell,0.0,PHI,1,4.0,1.0,1.0
340,Amed Rosario,1.0,PHI,1,5.0,0.0,0.0
341,Nathaniel Lowe,3.0,PHI,1,5.0,0.0,2.0
342,Keibert Ruiz,2.0,PHI,1,3.0,0.0,1.0
343,Riley Adams,0.0,PHI,1,2.0,0.0,0.0
344,Paul DeJong,0.0,PHI,1,2.0,1.0,1.0
345,Jose Tena,0.0,PHI,1,1.0,0.0,0.0
346,Jacob Young,0.0,PHI,1,3.0,1.0,0.0
347,,6.0,PHI,1,39.0,4.0,15.0
348,,,PHI,1,,,
349,Yandy Diaz,0.0,COL,1,5.0,0.0,0.0
350,Brandon Lowe,0.0,COL,1,5.0,0.0,0.0
351,Junior Caminero,0.0,COL,1,5.0,0.0,1.0
352,Jonathan Aranda,0.0,COL,1,3.0,0.0,1.0
353,Curtis Mead,0.0,COL,1,2.0,0.0,0.0
354,Christopher Morel,0.0,COL,1,2.0,2.0,0.0
355,Kameron Misner,0.0,COL,1,4.0,0.0,1.0
356,Danny Jansen,0.0,COL,1,4.0,0.0,0.0
357,Taylor Walls,1.0,COL,1,3.0,1.0,0.0
358,Jonny DeLuca,0.0,COL,1,2.0,2.0,0.0
359,,1.0,COL,1,35.0,5.0,3.0
360,,,COL,1,,,
361,Xavier Edwards,1.0,DET,1,4.0,1.0,2.0
362,Otto Lopez,1.0,PIT,1,5.0,1.0,0.0
363,Jonah Bride,0.0,PIT,1,5.0,1.0,1.0
364,Eric Wagaman,0.0,PIT,1,6.0,0.0,0.0
365,Dane Myers,1.0,PIT,1,6.0,0.0,1.0
366,Derek Hill,1.0,PIT,1,5.0,0.0,3.0
367,Kyle Stowers,1.0,PIT,1,5.0,0.0,0.0
368,Nick Fortes,0.0,PIT,1,3.0,0.0,1.0
369,Liam Hicks,0.0,PIT,1,2.0,0.0,0.0
370,Javier Sanoja,0.0,PIT,1,1.0,0.0,1.0
371,Griffin Conine,0.0,PIT,1,3.0,0.0,0.0
372,,5.0,PIT,1,45.0,3.0,9.0
373,,,PIT,1,,,
374,,,PIT,1,,,
375,TJ Friedl,0.0,SFG,1,4.0,0.0,1.0
376,Matt McLain,1.0,SFG,1,4.0,0.0,1.0
377,Elly De La Cruz,1.0,SFG,1,4.0,0.0,2.0
378,Gavin Lux,0.0,SFG,1,4.0,0.0,2.0
379,Blake Dunn,0.0,SFG,1,0.0,0.0,0.0
380,Jeimer Candelario,0.0,SFG,1,3.0,1.0,1.0
381,Christian Encarnacion-Strand,1.0,SFG,1,4.0,0.0,1.0
382,Santiago Espinal,0.0,SFG,1,3.0,0.0,0.0
383,Jake Fraley,0.0,SFG,1,3.0,0.0,1.0
384,Jose Trevino,0.0,SFG,1,3.0,0.0,0.0
385,,3.0,SFG,1,32.0,1.0,9.0
386,Jonathan India,0.0,CLE,1,3.0,1.0,0.0
387,Bobby Witt Jr.,1.0,CLE,1,4.0,0.0,0.0
388,Vinnie Pasquantino,0.0,CLE,1,3.0,1.0,1.0
389,Salvador Perez,2.0,CLE,1,4.0,0.0,0.0
390,Michael Massey,0.0,CLE,1,4.0,0.0,0.0
391,MJ Melendez,0.0,CLE,1,4.0,0.0,1.0
392,Maikel Garcia,1.0,CLE,1,4.0,0.0,0.0
393,Cavan Biggio,0.0,CLE,1,3.0,0.0,0.0
394,Dairon Blanco,0.0,CLE,1,0.0,0.0,0.0
395,Freddy Fermin,0.0,CLE,1,1.0,0.0,1.0
396,Kyle Isbel,0.0,CLE,1,3.0,0.0,1.0
397,,4.0,CLE,1,33.0,2.0,4.0
398,Marcus Semien,1.0,BOS,1,4.0,0.0,1.0
399,Corey Seager,0.0,BOS,1,4.0,0.0,0.0
400,Wyatt Langford,0.0,BOS,1,4.0,0.0,2.0
401,Joc Pederson,0.0,BOS,1,2.0,1.0,1.0
402,Adolis Garcia,3.0,BOS,1,3.0,0.0,0.0
403,Jake Burger,0.0,BOS,1,3.0,0.0,0.0
404,Josh Smith,0.0,BOS,1,0.0,0.0,0.0
405,Ezequiel Duran,0.0,BOS,1,4.0,0.0,1.0
406,Jonah Heim,0.0,BOS,1,3.0,0.0,0.0
407,Leody Taveras,0.0,BOS,1,3.0,0.0,0.0
408,,4.0,BOS,1,30.0,1.0,5.0
409,,,BOS,1,,,
410,,,BOS,1,,,
411,Jose Altuve,0.0,NYM,1,4.0,0.0,0.0
412,Brendan Rodgers,0.0,NYM,1,0.0,0.0,0.0
413,Isaac Paredes,0.0,NYM,1,2.0,2.0,1.0
414,Yordan Alvarez,1.0,NYM,1,4.0,0.0,1.0
415,Christian Walker,0.0,NYM,1,4.0,0.0,2.0
416,Jeremy Pena,1.0,NYM,1,3.0,0.0,0.0
417,Victor Caratini,0.0,NYM,1,3.0,0.0,0.0
418,Zach Dezenzo,0.0,NYM,1,3.0,0.0,2.0
419,Jake Meyers,0.0,NYM,1,0.0,0.0,0.0
420,Mauricio Dubon,0.0,NYM,1,2.0,1.0,0.0
421,Chas McCormick,0.0,NYM,1,2.0,1.0,0.0
422,,2.0,NYM,1,27.0,4.0,6.0
423,,,NYM,1,,,
424,Fernando Tatis Jr.,0.0,ATL,1,4.0,0.0,0.0
425,Luis Arraez,0.0,ATL,1,4.0,0.0,0.0
426,Manny Machado,0.0,ATL,1,2.0,0.0,0.0
427,Jose Iglesias,0.0,ATL,1,2.0,0.0,1.0
428,Jackson Merrill,0.0,ATL,1,2.0,1.0,1.0
429,Jake Cronenworth,0.0,ATL,1,3.0,0.0,1.0
430,Xander Bogaerts,0.0,ATL,1,1.0,1.0,1.0
431,Gavin Sheets,0.0,ATL,1,2.0,0.0,1.0
432,Yuli Gurriel,1.0,ATL,1,1.0,0.0,0.0
433,Jason Heyward,0.0,ATL,1,3.0,0.0,1.0
434,Martin Maldonado,0.0,ATL,1,3.0,0.0,1.0
435,,1.0,ATL,1,27.0,2.0,7.0
436,Ketel Marte,0.0,CHC,1,4.0,1.0,0.0
437,Corbin Carroll,0.0,CHC,1,5.0,0.0,2.0
438,Lourdes Gurriel Jr.,0.0,CHC,1,4.0,0.0,1.0
439,Randal Grichuk,0.0,CHC,1,3.0,0.0,1.0
440,Pavin Smith,0.0,CHC,1,1.0,0.0,1.0
441,Josh Naylor,0.0,CHC,1,4.0,0.0,0.0
442,Eugenio Suarez,2.0,CHC,1,3.0,1.0,0.0
443,Gabriel Moreno,0.0,CHW,1,3.0,1.0,1.0
444,Garrett Hampson,0.0,CHC,1,0.0,0.0,0.0
445,Jake McCarthy,1.0,CHC,1,4.0,0.0,1.0
446,Geraldo Perdomo,0.0,CHC,1,4.0,0.0,0.0
