player,1_runs_rate_over,2_runs_rate_over,3_runs_rate_over,4_runs_rate_over
Max Muncy,0.21212121212121213,0.06060606060606061,0.0,0.0
Willson Contreras,0.42424242424242425,0.09090909090909091,0.0,0.0
