player,1_RBI_rate_under,2_RBI_rate_under,3_RBI_rate_under,4_RBI_rate_under
Taylor Ward,0.17777777777777778,0.044444444444444446,0.044444444444444446,0.022222222222222223
Willson Contreras,0.29411764705882354,0.09803921568627451,0.0392156862745098,0.0
