away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
D. Hamilton2B,0,0,0,0,0,0,0,.267,.321,.406,F. Freeman1B,4,2,2,0,0,1,0,.293,.396,.497
J. DuranLF-CF-LF,3,2,2,2,0,2,1,.289,.348,.496,T. HernándezLF-RF,5,0,2,1,0,0,3,.263,.327,.475
T. O'NeillDH,5,2,2,4,2,0,2,.262,.355,.515,A. PagesRF-CF,3,1,1,2,0,1,1,.255,.307,.398
R. Devers3B,4,0,0,0,0,1,1,.287,.370,.580,M. RojasSS,5,0,0,0,0,0,2,.272,.317,.408
C. WongC,5,0,1,0,0,0,2,.304,.362,.440,G. Lux2B,2,1,2,1,1,0,0,.217,.270,.312
R. GonzalezSS-2B-SS,5,0,1,0,0,0,2,.256,.314,.385,aE. HernándezPH-3B,3,2,2,2,1,0,1,.198,.264,.320
J. Westbrook2B,2,0,0,0,0,0,0,.192,.258,.385,J. OutmanCF,2,0,0,0,0,0,0,.153,.250,.258
aW. AbreuPH-RF,2,0,1,0,0,0,1,.261,.328,.474,bM. VargasPH-LF,1,0,0,0,0,1,1,.238,.319,.444
D. Smith1B,4,0,0,0,0,1,2,.229,.319,.362,cC. BiggioPH,0,0,0,0,0,0,0,.175,.298,.250
C. RafaelaCF-SS-CF,4,1,2,0,0,1,0,.248,.275,.416,C. Taylor3B-2B,4,0,1,0,0,1,2,.156,.272,.253
team,40,6,10,6,2,5,12,,,,team,39,7,12,7,2,6,12,,,
M. WinnSS,5,2,2,0,0,0,2,.288,.334,.412,J. KelenicCF,4,1,1,0,0,0,1,.252,.302,.418
A. BurlesonDH,4,1,3,3,0,0,0,.292,.323,.492,O. Albies2B,4,0,1,1,0,0,1,.255,.308,.403
W. ContrerasC,5,1,3,1,0,0,1,.280,.404,.511,A. Riley3B,4,1,2,1,1,0,2,.261,.332,.462
P. Goldschmidt1B,5,0,0,0,0,0,3,.225,.287,.365,M. Olson1B,4,0,0,0,0,0,2,.224,.303,.396
B. DonovanLF,5,1,2,3,1,0,0,.275,.342,.415,M. OzunaDH,4,2,2,2,2,0,1,.305,.379,.593
N. Arenado3B,4,1,1,0,0,1,2,.270,.323,.386,E. RosarioLF,4,1,2,1,1,0,1,.219,.242,.438
L. NootbaarRF,4,0,1,0,0,0,1,.237,.325,.401,A. DuvallRF,4,0,0,0,0,0,1,.185,.248,.319
N. Gorman2B,4,1,1,2,1,0,3,.207,.279,.420,S. MurphyC,4,0,0,0,0,0,1,.204,.268,.363
M. SianiCF,3,2,1,0,0,1,2,.230,.269,.305,O. ArciaSS,3,0,1,0,0,0,2,.211,.246,.331
team,39,9,14,9,2,2,14,,,,team,35,5,9,5,4,0,12,,,
J. SolerDH,4,0,0,0,0,0,2,.222,.300,.389,C. BlackmonDH,2,1,0,0,0,2,1,.255,.333,.413
L. MatosLF,3,0,0,0,0,0,0,.221,.241,.338,E. TovarSS,4,2,2,2,1,0,1,.278,.305,.476
bM. ConfortoPH-LF,1,0,0,0,0,0,0,.232,.305,.429,R. McMahon3B,2,0,1,0,0,2,1,.271,.354,.444
H. RamosCF,4,0,1,0,0,0,1,.296,.362,.519,E. DiazC,1,0,0,0,0,0,0,.283,.333,.398
M. Chapman3B,3,1,0,0,0,1,0,.234,.320,.409,J. StallingsC,3,0,1,0,0,0,0,.255,.351,.414
W. Flores1B,3,0,1,1,0,0,0,.207,.278,.319,B. DoyleCF,4,0,1,1,0,0,1,.279,.344,.478
cL. Wade Jr.PH,1,0,0,0,0,0,1,.306,.431,.416,J. CaveRF,4,0,0,0,0,0,2,.258,.302,.382
T. Estrada2B,4,0,0,0,0,0,0,.219,.252,.358,B. Rodgers2B,3,0,1,0,0,0,0,.263,.306,.380
M. YastrzemskiRF,3,1,1,0,0,0,2,.244,.320,.444,M. Toglia1B,3,0,1,0,0,0,1,.201,.266,.503
C. CasaliC,2,0,0,0,0,0,1,.212,.339,.250,S. HilliardLF,3,1,1,0,0,0,1,.276,.344,.517
aP. BaileyPH-C,1,0,0,0,0,0,1,.278,.351,.423,team,29,4,8,3,1,4,8,,,
T. FitzgeraldSS,3,1,2,2,1,0,1,.293,.348,.488,,,,,,,,,,,
team,32,3,5,3,1,1,9,,,,,,,,,,,,,,
J. Altuve2B,4,0,1,0,0,0,0,.305,.352,.457,J.P. CrawfordSS,4,0,0,0,0,0,1,.203,.297,.348
A. Bregman3B,3,1,1,0,0,0,1,.257,.320,.413,V. RoblesLF-RF,3,1,1,0,0,1,1,.378,.465,.568
Y. AlvarezDH,4,0,0,0,0,0,2,.293,.379,.523,J. RodriguezCF,4,1,1,2,1,0,1,.265,.317,.375
Y. DiazC,4,1,2,1,1,0,1,.287,.313,.418,C. RaleighDH,2,0,0,0,0,1,0,.212,.298,.427
J. Singleton1B,4,0,1,0,0,0,2,.238,.328,.355,M. GarverC,3,0,0,0,0,1,1,.170,.288,.348
J. PenaSS,3,1,1,1,0,1,0,.274,.319,.380,J. Polanco2B,3,0,1,0,0,1,0,.200,.287,.286
J. MeyersCF,4,1,1,2,1,0,1,.239,.307,.426,D. Moore3B,2,0,0,0,0,0,1,.209,.310,.397
J. LoperfidoLF,4,0,0,0,0,0,2,.250,.305,.385,aJ. RojasPH-3B,1,0,0,0,0,0,0,.244,.321,.354
T. CabbageRF,3,0,0,0,0,0,2,.233,.253,.384,cR. BlissPH,1,0,0,0,0,0,1,.220,.292,.356
team,33,4,7,4,2,1,11,,,,M. HanigerRF,2,0,0,0,0,1,2,.206,.283,.333
,,,,,,,,,,,J. ClasePR-LF,0,0,0,0,0,1,0,.184,.225,.211
,,,,,,,,,,,T. France1B,2,0,0,0,0,0,1,.224,.313,.351
,,,,,,,,,,,bL. RaleyPH-1B,2,0,0,0,0,0,2,.234,.293,.409
,,,,,,,,,,,team,29,2,3,2,1,6,11,,,
B. Turang2B,5,0,0,0,0,0,1,.271,.334,.380,W. CastroSS,2,1,1,0,0,2,1,.265,.355,.424
W. ContrerasDH,4,0,0,0,0,1,0,.284,.350,.434,T. LarnachDH,3,1,1,2,1,0,1,.248,.313,.436
W. AdamesSS,5,0,1,0,0,0,2,.248,.332,.430,aR. JeffersPH-DH,2,0,1,0,0,0,1,.235,.320,.458
S. FrelickRF,4,1,1,0,0,0,0,.273,.347,.350,B. BuxtonCF,5,2,2,2,2,0,0,.282,.335,.510
R. Hoskins1B,4,1,2,2,1,0,1,.216,.307,.420,M. KeplerRF,4,2,1,0,0,1,1,.255,.308,.392
J. Ortiz3B,4,1,1,0,0,0,1,.260,.361,.421,C. Santana1B,4,1,0,0,0,1,2,.241,.325,.429
G. MitchellCF,4,1,1,0,0,0,2,.212,.350,.364,B. Lee3B,4,0,1,1,0,1,0,.264,.310,.396
J. ChourioLF,4,2,2,3,1,0,1,.253,.302,.404,A. MartinLF,3,0,0,0,0,0,2,.252,.315,.353
E. HaaseC,4,2,3,3,2,0,1,.429,.455,.857,bM. WallnerPH-LF,2,0,1,0,0,0,1,.216,.349,.451
team,38,8,11,8,4,1,9,,,,E. Julien2B,2,0,0,0,0,2,1,.208,.315,.364
,,,,,,,,,,,C. VazquezC,3,0,0,0,0,0,0,.192,.215,.291
,,,,,,,,,,,cM. MargotPH,1,0,0,0,0,0,0,.234,.295,.335
,,,,,,,,,,,J. CamargoC,0,0,0,0,0,0,0,.000,.200,.000
,,,,,,,,,,,team,35,7,8,5,3,7,10,,,
J. India2B,4,0,1,0,0,0,2,.275,.379,.422,C. AbramsSS,4,0,1,0,0,0,0,.267,.339,.480
E. De La CruzSS,3,0,1,0,0,1,2,.255,.347,.481,L. ThomasRF,3,0,0,0,0,1,1,.246,.315,.396
J. CandelarioDH,4,0,0,0,0,0,0,.233,.290,.445,J. Yepez1B,4,1,1,0,0,0,1,.367,.436,.571
S. Steer1B,4,0,0,0,0,0,1,.239,.331,.431,H. RamirezDH,3,0,1,1,0,0,1,.250,.268,.400
J. FraleyRF,4,0,1,0,0,0,2,.280,.332,.362,aJ. WinkerPH-DH,1,0,0,0,0,0,0,.262,.380,.433
N. Marte3B,4,1,1,1,1,0,1,.176,.215,.284,K. RuizC,4,0,1,0,0,0,0,.220,.255,.336
S. FairchildCF,3,1,1,1,1,0,0,.227,.299,.364,N. NunezPR,0,1,0,0,0,0,0,.077,.143,.077
W. BensonLF,3,0,0,0,0,0,1,.188,.275,.375,R. AdamsC,0,0,0,0,0,0,0,.234,.302,.351
A. WynnsC,2,0,0,0,0,0,0,.353,.353,.588,I. Vargas2B,3,1,2,0,0,1,0,.265,.323,.359
aT. StephensonPH-C,1,0,0,0,0,0,0,.242,.319,.441,J. WoodLF,4,1,2,3,1,0,0,.246,.319,.354
team,32,2,5,2,2,1,9,,,,T. Lipscomb3B,4,0,1,0,0,0,0,.224,.282,.256
,,,,,,,,,,,J. YoungCF,2,1,0,0,0,1,0,.255,.320,.317
,,,,,,,,,,,team,32,5,9,4,1,3,3,,,
K. SchwarberDH,3,1,0,0,0,2,1,.244,.370,.443,A. McCutchenDH,4,0,1,0,0,0,0,.231,.332,.396
T. TurnerSS,5,1,1,1,0,0,1,.339,.385,.538,B. ReynoldsLF,3,0,0,0,0,1,2,.288,.353,.489
B. Harper1B,5,0,1,1,0,0,0,.297,.396,.573,O. CruzSS,4,0,0,0,0,0,2,.252,.303,.455
A. Bohm3B,5,1,2,1,0,0,1,.296,.351,.477,N. Gonzales2B,4,0,1,0,0,0,0,.263,.301,.399
N. CastellanosRF,5,1,2,1,1,0,1,.239,.295,.407,R. Tellez1B,4,0,1,0,0,0,1,.242,.292,.379
E. Sosa2B,5,1,1,0,0,0,2,.277,.335,.458,K. Hayes3B,4,0,1,0,0,0,0,.245,.295,.309
W. WilsonLF,4,0,1,1,0,0,1,.278,.300,.444,J. PalaciosCF,3,0,0,0,0,0,0,.237,.356,.421
G. StubbsC,3,1,2,1,0,1,0,.193,.281,.237,C. JoeRF,3,0,0,0,0,0,0,.242,.327,.388
C. PacheCF,4,0,1,0,0,0,1,.202,.288,.269,J. BartC,3,0,2,0,0,0,1,.253,.345,.474
team,39,6,11,6,1,3,8,,,,team,32,0,6,0,0,1,6,,,
M. WinnSS,4,0,1,0,0,1,1,.287,.335,.410,J. KelenicCF,4,1,1,1,1,0,0,.252,.301,.427
A. BurlesonDH,5,1,2,2,1,0,1,.294,.324,.500,O. Albies2B,4,0,2,0,0,0,1,.258,.310,.407
W. ContrerasC,4,1,1,1,1,0,3,.279,.402,.521,Z. Short2B,0,0,0,0,0,0,0,.137,.302,.176
B. DonovanLF,4,0,1,0,0,0,0,.274,.341,.413,A. Riley3B,4,0,0,0,0,0,0,.258,.329,.457
N. Arenado3B,4,0,0,0,0,0,0,.267,.320,.382,M. OzunaDH,3,0,2,0,0,1,1,.308,.383,.593
L. NootbaarRF,3,1,1,1,1,1,1,.239,.328,.417,M. Olson1B,4,0,0,0,0,0,0,.222,.300,.392
P. Goldschmidt1B,4,1,1,1,1,0,2,.225,.287,.372,T. d'ArnaudC,3,0,1,0,0,1,0,.258,.319,.469
N. Gorman2B,3,1,0,0,0,1,2,.205,.278,.416,E. RosarioLF,4,0,1,0,0,0,1,.222,.243,.417
M. SianiCF,4,1,2,0,0,0,1,.235,.273,.309,R. LaureanoRF,4,1,1,0,0,0,3,.256,.256,.462
team,35,6,9,5,4,3,11,,,,O. ArciaSS,3,0,1,1,0,0,0,.212,.246,.331
,,,,,,,,,,,team,33,2,9,2,1,2,6,,,
R. Palacios2B,4,1,1,1,1,0,1,.245,.347,.352,B. Rice1B,3,1,0,0,0,2,2,.211,.311,.456
I. Paredes1B,4,0,0,0,0,0,1,.255,.357,.455,J. SotoRF,5,1,3,1,0,0,0,.307,.433,.575
B. LoweDH,4,0,0,0,0,0,2,.243,.332,.479,A. JudgeDH,4,1,2,3,1,1,0,.309,.436,.680
R. ArozarenaLF,4,1,1,1,1,0,1,.212,.314,.398,A. WellsC,4,0,1,0,0,1,1,.213,.317,.368
J. LoweRF,2,1,1,0,0,0,0,.216,.280,.373,G. Torres2B,4,0,0,0,0,0,1,.229,.305,.342
aJ. DeLucaPH-RF,1,0,0,0,0,1,0,.171,.247,.278,A. VerdugoLF,4,0,0,0,0,0,1,.228,.284,.367
J. Caballero3B,4,1,2,2,1,0,2,.244,.307,.374,A. VolpeSS,3,0,1,0,0,1,1,.249,.304,.372
B. RortvedtC,3,1,0,0,0,1,1,.260,.356,.354,T. GrishamCF,3,0,0,0,0,1,0,.180,.292,.361
J. SiriCF,3,1,1,2,1,0,0,.205,.277,.399,O. Cabrera3B,4,1,2,0,0,0,1,.242,.290,.342
T. WallsSS,3,0,1,0,0,0,0,.160,.286,.210,team,34,4,9,4,1,6,7,,,
team,32,6,7,6,4,2,8,,,,,,,,,,,,,,
W. PerezRF,3,1,0,0,0,1,0,.258,.315,.399,G. SpringerRF,4,3,3,3,2,0,1,.232,.313,.405
C. Keith2B,2,1,1,0,0,1,1,.251,.308,.388,S. Horwitz2B-1B,4,0,1,1,0,0,1,.302,.401,.448
aA. IbanezPH-2B,1,0,0,0,0,0,1,.290,.329,.442,V. Guerrero Jr.DH,4,0,1,0,0,0,1,.293,.362,.474
J. MalloyDH,3,1,1,4,1,1,0,.218,.322,.436,J. Turner1B,4,1,1,0,0,0,2,.227,.328,.336
R. GreeneCF,3,0,1,0,0,1,0,.271,.364,.499,K. KiermaierCF,0,0,0,0,0,0,0,.195,.239,.314
C. KellyC,4,0,1,0,0,0,0,.243,.323,.399,D. JansenC,4,0,0,0,0,0,2,.214,.305,.375
B. Madris1B,4,0,0,0,0,0,2,.000,.000,.000,D. VarshoCF-LF,3,0,1,0,0,1,1,.203,.287,.400
Z. McKinstryLF,4,1,1,0,0,0,0,.190,.247,.310,D. SchneiderLF-2B,4,0,2,0,0,0,1,.224,.316,.392
J. BaezSS,4,0,0,0,0,0,2,.177,.212,.239,E. Clement3B,3,1,2,1,0,1,0,.268,.286,.429
G. Urshela3B,4,0,1,0,0,0,0,.256,.291,.346,L. JimenezSS,4,0,0,0,0,0,0,.235,.333,.294
team,32,4,6,4,1,4,6,,,,team,34,5,11,5,2,2,9,,,
F. LindorSS,5,0,1,0,0,0,1,.253,.332,.448,J. Chisholm Jr.DH,4,1,2,3,1,0,0,.251,.322,.411
B. NimmoLF,3,0,0,0,0,2,3,.243,.360,.443,B. De La CruzLF,4,0,1,0,0,0,0,.237,.283,.401
J.D. MartinezDH,4,0,1,1,0,0,2,.260,.344,.445,J. Bell1B,3,0,0,0,0,1,2,.224,.287,.349
P. Alonso1B,4,1,1,0,0,0,0,.239,.318,.448,E. Rivera3B,0,0,0,0,0,0,0,.211,.301,.250
M. Vientos3B,4,0,2,0,0,0,2,.292,.351,.536,J. Burger3B-1B,3,1,1,1,1,1,2,.231,.274,.395
L. TorrensC,2,0,0,1,0,0,2,.273,.317,.527,J. SánchezRF,3,0,0,0,0,0,1,.246,.295,.419
aD. StewartPH,1,0,1,0,0,0,0,.183,.335,.317,O. LopezSS,4,0,0,0,0,0,2,.249,.283,.347
F. AlvarezC,0,0,0,0,0,0,0,.289,.359,.463,X. Edwards2B,3,1,2,0,0,1,0,.344,.425,.406
J. Iglesias2B,4,0,2,0,0,0,0,.389,.427,.578,V. BrujanCF,4,1,3,0,0,0,0,.228,.305,.328
T. TaylorRF,3,0,0,0,0,0,2,.224,.268,.385,N. GordonCF,0,0,0,0,0,0,0,.230,.257,.389
bJ. McNeilPH-RF,1,0,0,0,0,0,1,.220,.278,.334,N. FortesC,2,0,0,0,0,1,0,.188,.216,.255
H. BaderCF,4,1,0,0,0,0,1,.264,.303,.407,team,30,4,9,4,2,4,7,,,
team,35,2,8,2,0,2,14,,,,,,,,,,,,,,
L. Arraez1B,5,0,1,0,0,0,0,.316,.344,.387,S. KwanLF,4,0,0,0,0,0,0,.346,.399,.500
J. ProfarLF,4,0,2,0,0,1,0,.300,.390,.466,A. MartinezCF,3,1,1,0,0,1,1,.263,.364,.421
J. Cronenworth2B,4,0,0,0,0,0,1,.257,.324,.434,J. RamirezDH,4,0,1,0,0,0,1,.271,.323,.511
M. Machado3B,3,0,0,0,0,0,0,.258,.311,.408,J. Naylor1B,3,0,0,1,0,0,1,.239,.320,.478
X. BogaertsDH,4,0,2,0,0,0,0,.236,.276,.322,D. Schneemann3B-SS,3,0,0,0,0,0,1,.227,.319,.454
J. MerrillCF,3,1,0,0,0,1,1,.274,.307,.429,A. Gimenez2B,3,0,0,0,0,0,0,.246,.300,.331
D. PeraltaRF,3,0,0,0,0,1,2,.247,.318,.351,W. BrennanRF,3,0,0,0,0,0,2,.241,.300,.391
B. JohnsonPR-RF,0,0,0,0,0,0,0,.138,.219,.172,B. RocchioSS,2,0,0,0,0,0,1,.212,.306,.303
H. KimSS,4,1,1,0,0,0,2,.225,.325,.368,aD. FryPH,0,0,0,0,0,1,0,.286,.395,.467
K. HigashiokaC,4,0,2,2,0,0,1,.219,.265,.523,T. FreemanPR-3B,0,0,0,0,0,0,0,.218,.313,.351
team,34,2,8,2,0,3,7,,,,A. HedgesC,2,0,0,0,0,0,1,.141,.181,.218
,,,,,,,,,,,bB. NaylorPH-C,1,0,0,0,0,0,0,.202,.267,.335
,,,,,,,,,,,team,28,1,2,1,0,2,8,,,
T. PhamLF,4,0,2,1,0,0,0,.270,.341,.377,A. FrazierDH,2,0,0,0,0,1,1,.200,.286,.291
G. SheetsRF,4,0,1,0,0,0,1,.225,.316,.375,B. Witt Jr.SS,4,1,3,0,0,0,0,.337,.382,.575
L. Robert Jr.CF,4,0,0,0,0,0,2,.227,.304,.471,V. Pasquantino1B,4,0,2,0,0,0,0,.247,.308,.417
A. Vaughn1B,3,0,0,0,0,0,0,.233,.288,.382,D. WatersPR,0,1,0,0,0,0,0,.091,.091,.091
E. JimenezDH,3,0,0,0,0,0,1,.238,.298,.345,F. FerminC,0,0,0,0,0,0,0,.291,.342,.408
B. Baldwin2B,3,0,0,0,0,0,1,.100,.100,.100,S. PerezC-1B,4,0,0,0,0,0,3,.280,.343,.469
N. LopezSS,2,1,0,0,0,0,0,.240,.298,.285,H. RenfroeRF,3,1,1,1,0,1,0,.226,.306,.387
N. Senzel3B,2,0,0,0,0,0,0,.000,.000,.000,G. Hampson2B,2,0,0,0,0,0,1,.258,.305,.348
aA. BenintendiPH,1,0,0,0,0,0,0,.202,.260,.309,aM. MasseyPH-2B,2,0,0,0,0,0,2,.274,.287,.484
P. DeJong3B,0,0,0,0,0,0,0,.224,.271,.417,M. Garcia3B,4,1,2,1,0,0,0,.234,.286,.347
K. LeeC,3,0,0,0,0,0,1,.217,.252,.366,D. BlancoLF,4,0,2,1,0,0,1,.238,.286,.310
team,29,1,3,1,0,0,6,,,,K. IsbelCF,3,0,0,1,0,0,2,.224,.279,.371
,,,,,,,,,,,team,32,4,10,4,0,2,10,,,
K. MarteDH,4,0,0,0,0,0,3,.289,.360,.505,N. Hoerner2B,4,1,1,1,0,1,1,.258,.338,.352
R. GrichukRF,3,0,1,0,0,1,2,.284,.339,.439,M. Busch1B,3,0,0,0,0,1,1,.267,.355,.462
A. ThomasCF,0,0,0,0,0,0,0,.214,.241,.429,S. SuzukiDH,4,0,1,1,0,0,1,.265,.336,.467
L. Gurriel Jr.LF,4,0,0,0,0,0,2,.260,.290,.412,I. HappLF,3,0,0,0,0,1,1,.237,.346,.446
C. Walker1B,3,0,0,0,0,0,1,.259,.342,.484,C. Morel3B,4,0,1,0,0,0,1,.202,.304,.382
E. Suarez3B,4,1,1,1,1,0,2,.214,.298,.367,D. Bote3B,0,0,0,0,0,0,0,.353,.371,.441
J. McCarthyCF-RF,3,0,0,0,0,1,1,.274,.363,.381,M. TauchmanRF,4,1,0,0,0,0,0,.248,.346,.365
K. Newman2B,4,0,0,0,0,0,2,.271,.300,.377,D. SwansonSS,2,0,0,0,0,2,1,.210,.284,.343
G. PerdomoSS,4,0,0,0,0,0,0,.258,.321,.323,T. NidoC,2,0,0,0,0,0,1,.133,.149,.244
J. HerreraC,3,0,0,0,0,0,2,.318,.400,.364,aM. MastrobuoniPH,1,0,0,0,0,0,0,.207,.267,.244
team,32,1,2,1,1,2,15,,,,M. AmayaC,1,0,1,0,0,0,0,.217,.279,.302
,,,,,,,,,,,P. Crow-ArmstrongCF,4,0,0,0,0,0,0,.189,.238,.308
,,,,,,,,,,,team,32,2,4,2,0,5,7,,,
G. HendersonSS,3,0,1,0,0,1,1,.290,.376,.579,M. Semien2B,4,0,1,0,0,0,0,.241,.314,.391
A. RutschmanDH,3,1,0,0,0,1,0,.271,.337,.441,C. SeagerSS,3,0,1,0,0,1,0,.265,.356,.469
A. SantanderRF,4,1,1,2,1,0,1,.242,.307,.524,J. Smith3B,4,0,0,0,0,0,2,.282,.381,.452
R. Mountcastle1B,4,0,0,0,0,0,2,.264,.305,.437,W. LangfordLF,3,1,1,0,0,1,0,.251,.315,.380
J. Westburg3B,3,0,1,0,0,1,1,.273,.320,.499,T. JankowskiLF,0,0,0,0,0,0,0,.210,.264,.254
A. HaysLF,1,0,0,0,0,1,0,.248,.304,.392,A. GarcíaRF,4,0,1,0,0,0,0,.207,.274,.395
aR. O'HearnPH-LF,1,0,0,0,0,0,1,.274,.342,.466,N. Lowe1B,2,1,1,0,0,1,0,.264,.348,.381
C. CowserCF,4,0,2,0,0,0,2,.225,.313,.431,J. HeimC,3,1,1,3,1,0,0,.238,.286,.358
J. Mateo2B,3,0,0,0,0,0,0,.230,.268,.403,J. FoscueDH,3,0,0,0,0,0,1,.222,.222,.333
bH. KjerstadPH,1,0,0,0,0,0,0,.296,.406,.500,L. TaverasCF,3,0,0,0,0,0,0,.229,.296,.335
J. McCannC,3,0,0,0,0,0,2,.211,.254,.323,team,29,3,6,3,1,3,3,,,
cC. MullinsPH,1,0,0,0,0,0,1,.214,.258,.379,,,,,,,,,,,
team,31,2,5,2,1,4,11,,,,,,,,,,,,,,
J. SolerDH,4,1,2,1,1,0,1,.225,.302,.400,C. BlackmonDH,4,0,0,0,0,0,1,.251,.329,.407
L. Wade Jr.1B,4,0,1,0,0,0,1,.305,.427,.412,B. DoyleCF,4,0,1,0,0,0,3,.278,.343,.475
H. RamosCF,4,0,0,0,0,0,1,.291,.356,.510,R. McMahon3B,2,1,0,0,0,2,0,.270,.356,.441
P. BaileyC,4,0,0,0,0,0,1,.273,.346,.416,M. Toglia1B,4,0,0,0,0,0,4,.197,.261,.492
M. ConfortoLF,4,0,0,0,0,0,0,.229,.301,.422,B. Rodgers2B,4,1,1,2,1,0,2,.262,.305,.389
M. Chapman3B,4,1,1,0,0,0,1,.234,.320,.408,J. CaveRF,3,0,1,0,0,1,1,.260,.306,.387
M. YastrzemskiRF,3,0,1,0,0,0,1,.246,.320,.443,J. StallingsC,4,0,1,0,0,0,2,.255,.349,.409
T. FitzgeraldSS,2,1,1,1,1,1,0,.298,.359,.524,S. HilliardLF,3,0,0,0,0,0,1,.250,.314,.469
B. Wisely2B,3,0,1,0,0,0,0,.279,.313,.416,A. SchunkSS,3,0,0,0,0,0,1,.059,.059,.059
team,32,3,7,2,2,1,6,,,,team,31,2,4,2,1,3,15,,,
A. Rendon3B,6,1,2,1,0,0,1,.241,.298,.286,L. ButlerRF,3,2,2,0,0,2,0,.237,.309,.441
M. MoniakCF,3,1,1,1,1,0,1,.209,.255,.340,M. AndujarLF,5,1,3,1,1,0,0,.304,.327,.419
bK. PillarPH-CF,2,0,1,2,0,0,0,.293,.342,.483,J. BledayCF,4,1,1,1,0,1,0,.233,.314,.432
T. WardLF,4,0,2,0,0,1,1,.227,.312,.394,B. RookerDH,4,0,1,2,0,1,1,.294,.373,.578
W. CalhounDH,5,1,0,0,0,0,1,.261,.328,.402,S. LangeliersC,3,0,1,0,0,1,1,.213,.269,.439
L. O'HoppeC,4,2,2,0,0,0,2,.279,.331,.470,A. Toro3B,4,0,0,0,0,0,0,.256,.299,.381
Z. NetoSS,5,1,2,0,0,0,1,.260,.311,.447,B. Harris3B,0,0,0,0,0,0,0,.165,.294,.297
B. Drury1B-2B,1,1,1,1,0,2,0,.171,.253,.215,S. Brown1B,4,0,0,0,0,0,1,.194,.260,.333
J. AdellRF,4,1,1,1,0,1,2,.198,.267,.399,Z. Gelof2B,4,0,0,0,0,0,0,.199,.260,.366
L. Guillorme2B,2,0,1,0,0,0,0,.250,.320,.315,M. SchuemannSS,2,1,0,0,0,2,1,.254,.351,.375
aK. HiuraPH-2B,1,0,0,0,0,0,0,.148,.148,.148,team,33,5,8,4,1,7,4,,,
cN. SchanuelPH-1B,2,0,2,1,0,0,0,.245,.330,.363,,,,,,,,,,,
team,39,8,15,7,1,4,9,,,,,,,,,,,,,,
J. Altuve2B,4,0,1,0,0,0,1,.304,.351,.455,J.P. CrawfordSS,4,0,1,0,0,0,2,.204,.296,.347
A. Bregman3B,4,0,0,0,0,0,0,.255,.316,.408,V. RoblesRF-CF,4,0,2,0,0,0,1,.390,.468,.585
Y. AlvarezDH,4,2,4,2,1,0,0,.301,.385,.545,J. RodriguezCF,3,0,0,0,0,0,1,.263,.315,.372
Y. DiazC,3,0,0,0,0,1,0,.284,.312,.414,T. France1B,1,0,0,0,0,0,0,.223,.312,.350
J. Singleton1B,2,0,0,0,0,0,0,.236,.326,.352,C. RaleighC,4,0,0,0,0,0,0,.209,.295,.422
aC. McCormickPH-LF,2,0,1,1,0,0,1,.206,.267,.306,J. Polanco2B,4,2,2,1,1,0,0,.205,.291,.304
J. PenaSS,4,1,1,1,1,0,1,.274,.318,.387,J. Rojas3B,4,1,1,0,0,0,0,.244,.320,.356
J. MeyersCF,4,0,0,0,0,0,2,.236,.303,.420,M. HanigerDH,2,1,1,0,0,1,1,.208,.287,.335
T. CabbageRF,4,0,1,0,0,0,3,.234,.253,.377,L. Raley1B-RF,3,2,1,3,1,0,0,.235,.293,.420
M. DubonLF-1B,3,1,1,0,0,0,2,.279,.304,.389,D. MooreLF,2,0,1,2,0,1,1,.212,.314,.407
bJ. LoperfidoPH,1,0,0,0,0,0,1,.247,.302,.381,team,31,6,9,6,2,2,6,,,
team,35,4,9,4,2,1,11,,,,,,,,,,,,,,
R. Gonzalez1B,3,1,1,0,0,0,2,.259,.315,.395,S. OhtaniDH,3,1,1,1,1,1,1,.315,.401,.638
aD. SmithPH-1B,2,1,1,0,0,0,0,.232,.321,.368,T. HernándezLF,4,1,1,1,1,0,0,.263,.326,.480
J. DuranLF-CF,5,2,2,4,1,0,1,.290,.349,.505,F. Freeman1B,4,1,1,1,1,0,0,.292,.395,.503
T. O'NeillRF-LF,4,0,0,0,0,1,3,.258,.352,.508,A. PagesCF,4,1,1,0,0,0,2,.255,.307,.399
R. Devers3B,4,0,0,0,0,1,3,.284,.368,.573,G. Lux2B,4,2,3,2,1,0,1,.225,.276,.333
C. WongC,2,1,1,0,0,3,1,.306,.370,.440,M. RojasSS,1,0,0,0,0,0,0,.271,.316,.406
M. YoshidaDH,3,0,1,1,0,1,0,.259,.328,.368,C. Biggio3B,3,1,1,1,0,0,0,.186,.300,.256
J. Westbrook2B,2,0,0,0,0,0,1,.179,.242,.357,J. HeywardRF,4,1,1,2,1,0,0,.205,.298,.418
bW. AbreuPH-RF,3,0,0,0,0,0,1,.258,.324,.468,E. Hernández3B-SS,4,0,0,0,0,0,0,.194,.259,.313
D. HamiltonSS-2B,4,0,1,0,0,0,2,.267,.320,.403,A. BarnesC,3,1,1,1,1,0,1,.261,.330,.318
C. RafaelaCF-SS,4,1,2,1,0,0,0,.251,.278,.417,team,34,9,10,9,6,1,5,,,
team,36,6,9,6,1,6,14,,,,,,,,,,,,,,
