away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
bM. TaylorPH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.196,0.271,B. BuxtonCF,5.0,1.0,1.0,2.0,1.0,0.0,3.0,0.23,0.261,0.471
A. BenintendiLF,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.241,0.29,0.448,L. Keaschall2B,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.353,0.5,0.529
L. Robert Jr.CF,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.145,0.267,0.25,T. LarnachRF,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.218,0.326,0.346
E. QueroDH,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.333,0.417,0.429,D. Keirsey Jr.RF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.105,0.105
A. Vaughn1B,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.149,0.187,0.287,C. CorreaSS,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.23,0.284
M. ThaissC,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.365,0.325,T. France1B,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.241,0.337,0.349
M. Vargas3B,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.157,0.247,0.217,R. JeffersC,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.254,0.343,0.339
B. Baldwin2B,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25,0.279,0.375,B. Lee3B,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.2,0.333,0.32
cL. SosaPH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.293,0.342,H. BaderLF,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.23,0.319,0.393
J. AmayaSS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.12,0.109,team,34.0,6.0,12.0,6.0,2.0,6.0,7.0,,,
aB. DalbecPH-SS,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.333,0.429,0.5,,,,,,,,,,,
team,32.0,3.0,6.0,2.0,0.0,5.0,11.0,,,,,,,,,,,,,,
B. BichetteSS,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.296,0.336,0.37,J. AltuveLF,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.293,0.324,0.404
V. Guerrero Jr.1B,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.277,0.373,0.372,B. Rodgers2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.34,0.311
A. SantanderDH,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.189,0.264,0.295,Y. AlvarezDH,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.221,0.323,0.338
G. SpringerCF-RF,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.333,0.42,0.536,I. Paredes3B,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.233,0.337,0.378
A. Gimenez2B,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.194,0.276,0.333,J. PenaSS,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.253,0.327,0.391
bE. ClementPH,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.232,0.279,0.286,C. Walker1B,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.202,0.295,0.345
A. KirkC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.211,0.25,0.282,Y. DiazC,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.173,0.205,0.28
A. BargerRF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.111,0.118,Z. DezenzoRF,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.318,0.375,0.409
aM. StrawPH-CF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.333,0.41,M. Dubon2B-LF,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.188,0.257,0.25
W. Wagner3B,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.279,0.236,C. McCormickCF,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.222,0.364,0.222
A. RodenLF,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.203,0.284,0.297,aV. CaratiniPH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.241,0.333,0.31
team,32.0,1.0,5.0,1.0,0.0,2.0,9.0,,,,J. MeyersCF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.265,0.311,0.324
,,,,,,,,,,,team,35.0,3.0,13.0,3.0,1.0,1.0,6.0,,,
O. CruzCF,5.0,1.0,2.0,1.0,1.0,0.0,1.0,0.247,0.355,0.519,J. SolerDH,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.262,0.319,0.464
B. ReynoldsRF,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.263,0.324,0.394,Z. NetoSS,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.118,0.167,0.353
A. McCutchenDH,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,0.357,0.4,M. TroutRF,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.169,0.276,0.47
E. Valdez1B,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.222,0.333,0.407,T. WardLF,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.213,0.25,0.447
aJ. TrioloPH-1B,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.188,0.235,0.25,T. d'ArnaudC,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.138,0.167,0.172
J. BartC,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.288,0.391,0.39,N. Schanuel1B,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.265,0.333,0.41
K. Hayes3B,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.214,0.283,0.286,L. Rengifo3B,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.241,0.305
A. Frazier2B,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.222,0.288,0.306,K. Paris2B,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.259,0.348,0.569
T. PhamLF,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.184,0.267,0.224,J. AdellCF,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.261,0.369
I. Kiner-FalefaSS,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.291,0.349,0.354,team,30.0,0.0,2.0,0.0,0.0,0.0,12.0,,,
team,34.0,3.0,11.0,3.0,1.0,2.0,8.0,,,,,,,,,,,,,,
Y. DiazDH,6.0,0.0,3.0,3.0,0.0,0.0,1.0,0.23,0.271,0.38,C. CarrollRF,5.0,2.0,2.0,3.0,2.0,1.0,0.0,0.327,0.404,0.693
J. Caminero3B,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.253,0.298,0.46,G. PerdomoSS,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.267,0.374,0.419
B. Lowe2B,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.217,0.241,0.325,P. SmithDH,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.383,0.5,0.733
C. MorelLF,5.0,2.0,2.0,1.0,1.0,0.0,1.0,0.258,0.329,0.409,bR. GrichukPH-DH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.344,0.483
C. Mead1B,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.243,0.156,J. BarrosaPR-DH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aT. WallsPH-SS,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.169,0.265,0.169,J. Naylor1B,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.326,0.4,0.522
J. MangumRF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0.384,0.397,L. Gurriel Jr.LF,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.172,0.194,0.345
C. SimpsonCF,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.333,0.333,0.4,E. Suarez3B,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.155,0.26,0.405
K. MisnerCF-RF,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.373,0.409,0.678,A. ThomasCF,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.279,0.338,0.393
D. JansenC,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14,0.283,0.24,T. Tawa2B,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.242,0.366,0.576
bJ. ArandaPH-1B,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.338,0.443,0.646,J. HerreraC,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.12,0.214,0.24
J. CaballeroSS,4.0,0.0,1.0,1.0,0.0,0.0,3.0,0.273,0.373,0.455,aG. MorenoPH-C,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.313,0.232
B. RortvedtC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.233,0.08,team,40.0,6.0,9.0,5.0,2.0,7.0,5.0,,,
team,45.0,7.0,13.0,7.0,1.0,3.0,10.0,,,,,,,,,,,,,,
B. Turang2B,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.35,0.385,0.46,M. YastrzemskiRF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.402,0.493
J. ChourioLF,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.248,0.265,0.477,W. AdamesSS,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.198,0.268,0.267
C. YelichDH,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.212,0.33,0.424,J. LeeCF,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.333,0.388,0.581
W. ContrerasC,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.244,0.347,0.372,M. Chapman3B,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.229,0.402,0.422
S. FrelickRF,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.318,0.406,0.432,W. FloresDH,4.0,1.0,2.0,2.0,0.0,0.0,1.0,0.258,0.313,0.494
R. Hoskins1B,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.273,0.38,0.424,H. RamosLF,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.233,0.279,0.388
V. CapraPR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.083,0.132,0.167,L. Wade Jr.1B,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.098,0.233,0.23
G. MitchellCF,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.203,0.278,0.297,P. BaileyC,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.167,0.222,0.258
J. OrtizSS,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.173,0.264,0.185,C. Koss2B,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.176,0.263,0.176
aJ. BauersPH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.28,0.379,0.56,team,32.0,4.0,8.0,3.0,0.0,3.0,7.0,,,
C. Durbin3B,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.261,0.32,0.435,,,,,,,,,,,
team,35.0,2.0,9.0,2.0,0.0,3.0,8.0,,,,,,,,,,,,,,
K. PillarCF,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.308,0.308,0.385,L. ButlerRF,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.275,0.365,0.462
bD. HarrisPH-CF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.286,0.318,0.524,B. RookerDH,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.235,0.284,0.48
W. LangfordLF,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.294,0.393,0.667,T. SoderstromLF,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.283,0.35,0.609
J. Jung3B,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.259,0.271,0.431,S. BrownLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.3,0.28
A. GarcíaRF,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.217,0.283,0.434,S. LangeliersC,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.25,0.326,0.488
M. Semien2B,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.153,0.221,0.235,J. BledayCF,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.217,0.32,0.337
J. Burger1B,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.178,0.221,0.329,J. WilsonSS,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.337,0.344,0.472
cJ. PedersonPH,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.068,0.154,0.102,N. Kurtz1B,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25,0.25,0.25
J. HeimDH,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.245,0.298,0.453,G. Urshela3B,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.193,0.258,0.333
K. HigashiokaC,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.279,0.311,0.419,L. Urias2B,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.259,0.323,0.481
N. AhmedSS,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,team,33.0,5.0,10.0,5.0,1.0,4.0,7.0,,,
aJ. SmithPH-SS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.448,0.56,,,,,,,,,,,
team,33.0,2.0,7.0,2.0,1.0,1.0,11.0,,,,,,,,,,,,,,
J. PalaciosRF,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.214,0.333,0.214,E. Julien2B,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.225,0.273,0.338
L. Robert Jr.DH,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.138,0.255,0.238,aJ. BridePH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333
A. BenintendiLF,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.246,0.303,0.443,B. BuxtonCF,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.225,0.263,0.461
A. Vaughn1B,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.165,0.2,0.297,L. KeaschallDH,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.368,0.52,0.526
J. AmayaPR-SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.12,0.109,T. LarnachRF,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.21,0.316,0.333
E. QueroC,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.333,0.429,0.417,C. CorreaSS,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.167,0.222,0.274
L. Sosa2B,4.0,1.0,1.0,1.0,1.0,0.0,3.0,0.265,0.291,0.373,T. France1B,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.233,0.327,0.337
M. Vargas3B,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.163,0.258,0.256,B. Lee3B,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.25,0.364,0.357
M. TaylorCF,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.157,0.204,0.275,D. Keirsey Jr.LF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.095,0.095
B. DalbecSS-1B,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.4,0.375,bH. BaderPH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.226,0.314,0.387
team,29.0,3.0,8.0,3.0,2.0,5.0,8.0,,,,C. VazquezC,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.152,0.194,0.273
,,,,,,,,,,,team,26.0,0.0,6.0,0.0,0.0,2.0,10.0,,,
D. MooreRF,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.288,0.351,0.53,J. DuranLF,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.309,0.375
aM. MastrobuoniPH-RF,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.258,0.378,0.258,R. DeversDH,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.194,0.331,0.327
J. RodriguezCF,5.0,0.0,1.0,1.0,0.0,0.0,2.0,0.202,0.313,0.364,A. Bregman3B,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.32,0.393,0.563
C. RaleighDH,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.222,0.325,0.545,W. AbreuRF,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.271,0.386,0.482
R. ArozarenaLF,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.2,0.363,0.4,T. StorySS,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.297,0.33,0.465
M. GarverC,4.0,0.0,1.0,2.0,0.0,1.0,1.0,0.214,0.353,0.238,T. Casas1B,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.167,0.263,0.31
D. Solano1B,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.079,0.1,0.079,R. GonzalezPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.394,0.467
bJ. PolancoPH,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.351,0.367,0.596,K. CampbellCF,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.286,0.39,0.452
R. Tellez1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.208,0.429,D. Hamilton2B,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.125,0.167
B. Williamson3B,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.303,0.361,0.424,C. NarvaezC,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.21,0.269,0.371
L. Rivas2B,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.333,0.5,0.333,team,31.0,3.0,4.0,3.0,2.0,2.0,12.0,,,
J.P. CrawfordSS,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.26,0.4,0.329,,,,,,,,,,,
team,34.0,4.0,9.0,4.0,0.0,8.0,13.0,,,,,,,,,,,,,,
B. DoyleCF,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.304,0.361,0.518,M. Garcia3B,5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.296,0.363,0.444
K. Farmer2B,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.268,0.303,0.394,B. Witt Jr.SS,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.305,0.382,0.474
R. McMahon3B,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.188,0.313,0.3,V. PasquantinoDH,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.176,0.248,0.297
H. GoodmanC,4.0,1.0,2.0,3.0,1.0,0.0,0.0,0.25,0.341,0.458,S. PerezC,4.0,2.0,2.0,2.0,0.0,1.0,0.0,0.198,0.252,0.323
S. BouchardDH,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.211,0.318,0.342,C. Biggio1B,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.2,0.349,0.2
M. MoniakRF,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.217,0.288,0.5,M. Massey2B,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.19,0.213,0.226
M. Toglia1B,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.177,0.214,0.253,H. RenfroeRF,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.164,0.258,0.2
J. BeckLF,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.212,0.297,0.364,T. TolbertPR-RF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. SchunkSS,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.231,0.231,0.308,D. WatersLF,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.306,0.359,0.472
team,30.0,4.0,4.0,4.0,2.0,3.0,7.0,,,,K. IsbelCF,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.234,0.246,0.344
,,,,,,,,,,,team,36.0,7.0,13.0,7.0,0.0,4.0,6.0,,,
B. Turang2B,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.346,0.386,0.452,M. YastrzemskiRF,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.282,0.414,0.535
S. FrelickRF,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.312,0.396,0.419,W. AdamesSS,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.202,0.274,0.269
C. YelichLF,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.216,0.333,0.42,J. LeeCF,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.333,0.398,0.583
R. HoskinsDH,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.286,0.393,0.443,M. Chapman3B,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.227,0.393,0.443
J. Bauers1B,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.276,0.364,0.517,H. RamosDH,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.226,0.278,0.377
J. OrtizSS,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.176,0.263,0.188,L. Wade Jr.1B,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.094,0.234,0.219
G. MitchellCF,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.209,0.289,0.299,T. Fitzgerald2B,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.301,0.354,0.466
V. Capra3B,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.077,0.143,0.154,S. HuffC,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.286,0.32
E. HaaseC,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.294,0.368,0.471,aW. FloresPH,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.267,0.32,0.5
aC. DurbinPH,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.261,0.346,0.435,C. KossPR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.176,0.263,0.176
team,32.0,5.0,9.0,3.0,0.0,6.0,7.0,,,,P. BaileyC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.222,0.258
,,,,,,,,,,,L. MatosLF,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.158,0.179,0.263
,,,,,,,,,,,team,32.0,6.0,7.0,6.0,2.0,7.0,4.0,,,
B. DoyleCF,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.3,0.364,0.5,J. IndiaLF-3B,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.306,0.259
N. MartiniRF,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.255,0.333,0.294,B. Witt Jr.SS,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.303,0.377,0.465
aS. BouchardPH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.311,0.333,V. Pasquantino1B,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.181,0.257,0.298
R. McMahon3B,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.176,0.297,0.282,S. PerezDH,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.22,0.271,0.36
H. GoodmanDH,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.326,0.434,M. Garcia3B-2B,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.286,0.358,0.429
J. BeckLF,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.25,0.341,0.556,M. Massey2B,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.195,0.215,0.23
M. Toglia1B,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.183,0.227,0.256,T. TolbertPR-LF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J. StallingsC,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.194,0.31,0.25,M. CanhaRF,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.348,0.423,0.435
A. Amador2B,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13,0.2,0.174,K. IsbelCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234,0.246,0.344
A. SchunkSS,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.294,0.294,0.353,D. WatersCF-RF,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.275,0.326,0.425
team,35.0,2.0,9.0,2.0,2.0,4.0,9.0,,,,F. FerminC,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.222,0.282,0.306
,,,,,,,,,,,team,31.0,6.0,9.0,6.0,0.0,4.0,8.0,,,
C. MullinsCF,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.295,0.433,0.59,C. AbramsSS,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.222,0.265,0.533
A. RutschmanC,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.205,0.3,0.364,A. CallRF,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.304,0.407,0.391
G. HendersonSS,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.203,0.247,0.377,J. WoodLF,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.247,0.352,0.559
R. Mountcastle1B,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23,0.278,0.324,K. RuizC,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.321,0.367,0.44
J. Westburg3B,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.193,0.247,0.386,N. NunezPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.226,0.179
H. KjerstadLF,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.228,0.274,0.421,N. Lowe1B,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.278,0.35,0.467
R. LaureanoRF,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.207,0.233,0.552,A. Rosario3B,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.244,0.261,0.378
R. O'HearnDH,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.283,0.358,0.483,J. BellDH,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.148,0.258,0.321
J. Mateo2B,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.053,0.053,0.105,D. CrewsCF,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.188,0.217,0.313
aJ. HollidayPH-2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234,0.31,0.375,L. Garcia Jr.2B,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.221,0.271,0.299
team,31.0,2.0,4.0,2.0,0.0,2.0,13.0,,,,team,32.0,1.0,5.0,1.0,0.0,1.0,6.0,,,
O. CruzCF,5.0,1.0,2.0,1.0,1.0,0.0,0.0,0.256,0.357,0.549,J. SolerDH,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.306,0.443
B. ReynoldsRF,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.262,0.322,0.388,Z. NetoSS,4.0,1.0,3.0,1.0,1.0,0.0,1.0,0.238,0.273,0.619
A. McCutchenDH,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.351,0.406,M. TroutRF,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.172,0.275,0.483
