away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
J. SolerDH,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.292,0.25,aA. BurlesonPH-DH,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.235,0.316,0.294
Y. Moncada3B,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.176,0.364,0.235,N. Arenado3B,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.391,0.5,0.609
N. Schanuel1B,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.292,0.32,0.417,I. HerreraC,4.0,3.0,3.0,6.0,3.0,1.0,1.0,0.467,0.529,1.2
L. O'HoppeC,4.0,1.0,1.0,4.0,1.0,0.0,1.0,0.188,0.188,0.563,B. Donovan2B,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.25,0.32
J. AdellCF,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.308,0.25,J. WalkerRF,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.389,0.5,0.556
N. LopezSS,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,M. SianiCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
team,33.0,5.0,6.0,5.0,2.0,1.0,11.0,,,,V. Scott IICF-RF,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.348,0.385,0.522
,,,,,,,,,,,M. WinnSS,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.091,0.2,0.091
,,,,,,,,,,,team,35.0,12.0,12.0,11.0,3.0,8.0,9.0,,,
M. WallnerRF,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.118,0.318,0.235,N. Maton1B,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.154,0.313,0.615
C. CorreaSS,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.095,0.136,0.143,L. Robert Jr.DH,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.19,0.217,0.238
B. BuxtonCF,4.0,2.0,2.0,2.0,1.0,0.0,1.0,0.19,0.227,0.381,A. BenintendiLF,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.333,0.391,0.619
T. LarnachDH,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.235,0.316,0.235,M. Vargas3B,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.19,0.292,0.238
T. France1B,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.227,0.292,0.273,M. ThaissC,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.438,0.333
W. Castro3B,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.348,0.55,aA. SlaterPH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.556
E. Julien2B,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,0.2,0.2,B. Baldwin2B,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.357,0.333,0.571
H. BaderLF,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.25,0.25,0.875,bL. SosaPH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.235,0.471
C. VazquezC,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T. JankowskiCF,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.182,0.182,0.182
team,35.0,6.0,8.0,6.0,2.0,0.0,4.0,,,,cK. LeePH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.25,0.143
,,,,,,,,,,,M. TaylorRF,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.308,0.5
,,,,,,,,,,,J. AmayaSS,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.067,0.067,0.067
,,,,,,,,,,,team,34.0,1.0,6.0,1.0,1.0,1.0,7.0,,,
C. AbramsSS,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.28,0.308,0.6,B. BichetteSS,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.375,0.379
A. Rosario2B,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.75,V. Guerrero Jr.1B,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.222,0.29,0.333
bL. Garcia Jr.PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.118,0.118,0.176,A. SantanderRF,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.222,0.3,0.259
K. RuizC,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.381,0.435,0.714,A. Gimenez2B,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.308,0.4,0.731
J. WoodLF,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.217,0.28,0.391,G. SpringerDH,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.429,0.52,0.667
N. Lowe1B,4.0,0.0,1.0,1.0,0.0,0.0,3.0,0.304,0.36,0.652,E. Clement3B,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.143,0.235,0.214
J. BellDH,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.091,0.2,0.227,D. SchneiderLF,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0
J. YoungPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.313,0.167,aN. LukesPH-LF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.3,0.125
A. CallRF,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.429,0.5,T. HeinemanC,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.429,0.429,0.857
P. DeJong3B,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.222,0.3,0.333,M. StrawCF,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.429,0.429,0.714
aJ. TenaPH-3B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,team,33.0,4.0,10.0,3.0,1.0,2.0,6.0,,,
D. CrewsCF,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,,,,,,,,,,,
team,31.0,2.0,5.0,2.0,1.0,2.0,7.0,,,,,,,,,,,,,,
I. HappLF,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.184,0.304,0.289,L. ButlerRF,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.167,0.31,0.25
S. SuzukiRF,5.0,2.0,3.0,5.0,2.0,1.0,1.0,0.275,0.333,0.625,B. RookerDH,4.0,1.0,1.0,2.0,1.0,0.0,2.0,0.267,0.29,0.567
K. TuckerDH,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.324,0.444,0.784,J. BledayCF,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.192,0.276,0.231
J. Turner1B,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.333,0.2,S. LangeliersC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.182,0.25,0.455
D. SwansonSS,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.222,0.282,0.472,J. PeredaC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N. Hoerner2B,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.333,0.407,0.333,T. Soderstrom1B,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.296,0.321,0.667
P. Crow-ArmstrongCF,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.2,0.282,0.286,J. WilsonSS,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.375,0.375,0.542
M. Shaw3B,4.0,2.0,2.0,2.0,0.0,1.0,1.0,0.206,0.308,0.324,S. BrownLF,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.143,0.5,0.143
C. KellyC,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.417,0.556,0.917,L. Urias3B,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.286,0.375,0.714
team,38.0,10.0,11.0,10.0,2.0,7.0,9.0,,,,M. Muncy2B,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,0.13,0.304
,,,,,,,,,,,team,31.0,2.0,5.0,2.0,1.0,5.0,8.0,,,
H. RamosLF,5.0,0.0,1.0,2.0,0.0,0.0,4.0,0.269,0.269,0.731,J. AltuveDH,5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.391,0.44,0.522
W. AdamesSS,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.13,0.192,0.174,I. Paredes3B,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15,0.32,0.2
W. FloresDH,4.0,1.0,1.0,2.0,1.0,0.0,2.0,0.227,0.292,0.773,Y. AlvarezLF,4.0,0.0,2.0,2.0,0.0,1.0,1.0,0.15,0.28,0.2
M. Chapman3B,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.238,0.36,0.381,C. Walker1B,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.125,0.125,0.125
C. Schmitt1B,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.143,0.0,Y. DiazC,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.111,0.158,0.111
aL. Wade Jr.PH-1B,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.059,0.056,0.235,J. PenaSS,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.105,0.227,0.263
L. MatosCF,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.4,0.455,0.8,B. Rodgers2B,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.167,0.286,0.167
S. HuffC,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Z. DezenzoRF,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.143,0.143,0.143
bP. BaileyPH-C,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.077,0.25,0.077,C. McCormickCF,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.286,0.444,0.286
M. YastrzemskiRF,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.333,0.412,0.333,team,34.0,3.0,7.0,3.0,0.0,5.0,14.0,,,
T. Fitzgerald2B,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.235,0.278,0.294,,,,,,,,,,,
team,33.0,6.0,6.0,6.0,3.0,5.0,16.0,,,,,,,,,,,,,,
S. KwanLF,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.348,0.4,0.522,F. Tatis Jr.RF,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.423,0.484,0.577
J. Ramirez3B,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.294,0.35,0.588,L. Arraez1B,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.148,0.172,0.259
K. Manzardo1B,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.333,0.7,M. MachadoDH,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.4,0.444,0.52
C. SantanaDH,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.261,0.308,0.348,J. MerrillCF,4.0,1.0,2.0,2.0,1.0,0.0,1.0,0.417,0.444,0.708
N. JonesRF,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.294,0.333,J. Cronenworth2B,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.263,0.44,0.474
L. ThomasCF,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.143,0.182,0.143,X. BogaertsSS,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.37,0.318
B. NaylorC,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.118,0.167,0.118,G. SheetsLF,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.444,0.474,0.722
aJ. NoelPH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.182,0.111,B. LockridgeLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.667,1.0
B. RocchioSS,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.188,0.278,0.188,J. Iglesias3B,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.286,0.375,0.286
G. AriasSS-2B,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.316,0.333,0.526,M. MaldonadoC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.182,0.182,0.182
D. Schneemann2B,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.364,0.5,team,34.0,5.0,10.0,3.0,2.0,2.0,5.0,,,
bJ. RodriguezPH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
A. HedgesC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.5,1.333,,,,,,,,,,,
team,33.0,2.0,8.0,2.0,0.0,1.0,9.0,,,,,,,,,,,,,,
Z. McKinstry3B-RF,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.227,0.32,0.318,V. RoblesRF,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.214,0.233,0.321
R. GreeneLF,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.296,0.296,0.63,J. RodriguezCF,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.182,0.379,0.409
S. Torkelson1B,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.318,0.444,0.545,C. RaleighDH,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.125,0.25,0.25
K. CarpenterRF,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.222,0.211,0.278,R. ArozarenaLF,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.174,0.321,0.522
aA. IbanezPH-3B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,M. GarverC,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.083,0.154,0.083
C. Keith2B,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.176,0.44,0.235,D. Solano1B,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J. MalloyDH,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.286,0.5,0.429,D. Moore3B,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.375,0.545,0.75
T. SweeneySS,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.273,0.304,0.409,R. Bliss2B,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.111,0.238,0.111
J. RogersC,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.143,0.2,0.286,J.P. CrawfordSS,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.111,0.304,0.111
bD. DinglerPH,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.917,team,29.0,3.0,6.0,3.0,1.0,3.0,9.0,,,
R. KreidlerCF,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,,,,,,,,,,,
cJ. BaezPH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,,,,,,,,,,,
team,33.0,2.0,6.0,2.0,1.0,4.0,8.0,,,,,,,,,,,,,,
F. LindorSS,5.0,1.0,1.0,0.0,0.0,0.0,2.0,0.1,0.136,0.1,X. EdwardsSS,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.286,0.344,0.357
J. SotoRF,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.238,0.407,0.429,K. StowersRF,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.263,0.462,0.421
P. Alonso1B,4.0,2.0,3.0,4.0,1.0,1.0,0.0,0.286,0.423,0.667,G. ConineLF,6.0,1.0,3.0,0.0,0.0,0.0,2.0,0.286,0.286,0.476
B. NimmoLF,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,0.28,0.5,M. Mervis1B,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.167,0.214,0.167
J. WinkerDH,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.154,0.313,0.154,aJ. BridePH-1B,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.087,0.25,0.087
M. Vientos3B,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.083,0.154,0.167,O. Lopez2B,6.0,1.0,2.0,1.0,0.0,0.0,1.0,0.345,0.406,0.552
B. Baty2B,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.071,0.071,0.143,G. Pauley3B,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.235,0.278,0.412
L. AcunaPR-2B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.25,0.273,D. MyersPR-CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.368,0.444
T. TaylorCF,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.143,0.143,0.143,L. HicksC,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.091,0.167,0.091
H. SengerC,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,N. FortesC,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.308,0.357,0.615
aL. TorrensPH-C,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.313,0.353,0.625,E. WagamanDH,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.238,0.35
team,41.0,6.0,9.0,5.0,1.0,3.0,9.0,,,,J. SanojaCF-3B,5.0,1.0,1.0,0.0,0.0,0.0,3.0,0.154,0.154,0.154
,,,,,,,,,,,team,44.0,5.0,13.0,4.0,0.0,4.0,11.0,,,
J. DuranLF,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.231,0.286,0.346,J. Westburg2B,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.381,0.435,0.81
R. DeversDH,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.087,0.222,0.13,A. RutschmanDH,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.333,0.542
A. Bregman3B,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.231,0.259,0.231,T. O'NeillRF,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.444,0.476,0.667
T. Casas1B,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.095,0.136,0.095,R. Mountcastle1B,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.286,0.3
T. StorySS,4.0,1.0,3.0,1.0,1.0,0.0,1.0,0.263,0.3,0.421,R. LaureanoLF,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.167,0.167,0.167
W. AbreuRF,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.65,1.071,G. SanchezC,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K. Campbell2B,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.4,0.5,0.75,R. Urias3B,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.412,0.5,0.471
C. WongC,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.053,0.143,0.053,J. MateoSS,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C. RafaelaCF,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.111,0.158,0.111,C. MullinsCF,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.304,0.36,0.609
team,34.0,3.0,10.0,3.0,1.0,3.0,9.0,,,,team,29.0,0.0,4.0,0.0,0.0,2.0,9.0,,,
B. DoyleCF,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.318,0.25,T. TurnerSS,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.333,0.455,0.333
E. TovarSS,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.15,0.15,0.2,B. Harper1B,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.261,0.364
R. McMahon3B,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.211,0.25,0.263,A. Bohm3B,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.261,0.292,0.304
H. GoodmanC,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.368,0.4,0.842,K. SchwarberDH,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.333,0.391,0.81
K. BryantDH,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.071,0.188,0.071,N. CastellanosRF,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.294,0.429,0.471
M. Toglia1B,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.053,0.1,0.105,J.T. RealmutoC,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.118,0.118,0.294
N. MartiniRF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.357,0.308,M. KeplerLF,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.286,0.444,0.643
aS. BouchardPH-RF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E. Sosa2B,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.6,0.625,0.867
K. Farmer2B,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.231,0.267,0.231,J. RojasCF,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.667,0.714,0.667
M. MoniakLF,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.25,team,35.0,5.0,12.0,5.0,0.0,2.0,4.0,,,
bJ. BeckPH-LF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.154,0.267,0.154,,,,,,,,,,,
team,30.0,1.0,4.0,1.0,1.0,2.0,14.0,,,,,,,,,,,,,,
K. Marte2B,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.292,0.433,0.375,P. Goldschmidt1B,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.318,0.45
C. CarrollRF,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.227,0.37,0.455,C. BellingerCF,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.294,0.318,0.471
L. Gurriel Jr.LF,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.217,0.25,0.522,A. JudgeRF,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.368,0.455,1.105
R. GrichukDH,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.308,0.5,J. Chisholm Jr.2B,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3,0.364,0.75
J. Naylor1B,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.273,0.385,0.364,A. VolpeSS,4.0,1.0,1.0,3.0,1.0,0.0,1.0,0.2,0.273,0.8
E. Suarez3B,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.238,0.36,0.952,A. WellsC,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.235,0.35,0.647
G. MorenoC,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.5,0.4,J. DominguezLF,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.333,0.4
J. McCarthyCF,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.118,0.0,B. RiceDH,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.385,0.429,0.923
G. PerdomoSS,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35,0.348,0.4,O. Cabrera3B,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.308,0.25
team,27.0,4.0,3.0,4.0,1.0,7.0,6.0,,,,aP. ReyesPH-3B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0
,,,,,,,,,,,team,34.0,3.0,6.0,3.0,1.0,0.0,16.0,,,
O. Albies2B,5.0,1.0,2.0,1.0,0.0,0.0,1.0,0.185,0.241,0.333,S. OhtaniDH,5.0,1.0,3.0,1.0,1.0,0.0,0.0,0.333,0.459,0.667
M. OzunaDH,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.188,0.552,0.188,M. BettsSS,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.364,0.75
A. Riley3B,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.111,0.172,0.259,T. HernándezRF,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.273,0.433
M. Olson1B,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.182,0.379,0.318,M. ConfortoLF,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.368,0.5,0.737
B. De La CruzLF,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.083,0.0,W. SmithC,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.45,0.607,0.65
J. KelenicLF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.15,0.3,T. Edman2B,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.29,0.303,0.677
N. AllenSS,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.364,0.364,0.455,M. Muncy3B,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.12,0.214,0.2
S. FairchildRF,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,E. Hernández1B,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.105,0.1,0.421
C. TrompC,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.167,0.0,A. PagesCF,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.12,0.267,0.16
E. WhiteCF,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,team,32.0,6.0,9.0,6.0,3.0,4.0,8.0,,,
aM. Harris IIPH-CF,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16,0.16,0.28,,,,,,,,,,,
team,36.0,5.0,8.0,4.0,0.0,5.0,8.0,,,,,,,,,,,,,,
J. DuranLF,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.2,0.242,0.3,C. MullinsCF,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.308,0.4,0.692
R. DeversDH,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.111,0.25,0.148,A. RutschmanC,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.259,0.355,0.519
A. Bregman3B,5.0,2.0,3.0,3.0,1.0,0.0,2.0,0.29,0.313,0.452,J. Westburg2B,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.375,0.444,0.75
T. Casas1B,5.0,1.0,2.0,2.0,1.0,0.0,2.0,0.154,0.185,0.269,R. O'Hearn1B-RF,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.316,0.381,0.421
T. StorySS,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.217,0.25,0.348,T. O'NeillDH,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.364,0.4,0.545
W. AbreuRF,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.471,0.625,0.941,H. KjerstadRF,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.222,0.273,0.333
K. Campbell2B,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.417,0.5,0.833,aR. MountcastlePH-1B,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.273,0.304,0.364
C. NarvaezC,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.286,0.375,0.286,J. HollidaySS,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.304,0.333,0.478
C. RafaelaCF,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.136,0.174,0.136,R. Urias3B,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.429,0.5,0.476
team,37.0,8.0,11.0,8.0,3.0,2.0,11.0,,,,D. CarlsonLF,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.167,0.0
,,,,,,,,,,,team,32.0,4.0,8.0,4.0,1.0,3.0,11.0,,,
